attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,class
30.556,32.5,35.833,38.333,41.944,45.833,54.722,90.833,94.444,93.611,94.722,33.056,37.222,40.833,45.556,85.278,94.167,95.556,96.389,95.278,93.333,94.167,36.667,43.056,60.833,91.667,95,96.111,96.389,95.556,93.056,91.667,91.111,45.278,77.5,93.333,95.833,96.389,96.111,95.556,93.056,90,91.111,55,91.667,95,96.944,96.667,96.111,95.833,96.389,87.222,93.889,80,49.444,92.778,95.278,96.389,95.833,95.556,79.722,81.389,87.778,89.167,53.611,46.667,89.722,94.722,65.833,66.944,71.111,75,86.944,90.278,59.722,49.444,42.5,41.667,50.278,55.278,60.556,66.667,74.167,87.5,76.944,56.944,44.444,36.944,34.722,40.278,46.111,52.222,61.111,81.389,91.111,91.111,62.778,36.667,33.056,H
78.889,86.944,59.444,53.056,49.444,46.667,45.278,43.333,40.556,37.5,33.611,87.778,89.722,66.944,60.278,56.944,53.333,51.944,50.278,47.5,45,40.278,91.944,91.389,70.278,65.833,62.5,59.722,57.222,56.389,54.167,52.778,50.556,61.944,87.778,95,96.667,97.222,97.778,97.222,97.778,97.222,96.667,95.556,54.722,87.222,94.722,96.111,96.667,95.833,94.167,72.5,67.222,62.778,54.722,50.833,86.667,93.889,95.278,95,93.333,89.444,65.278,56.944,51.667,45.833,48.056,86.389,93.889,95,95,93.333,89.444,60.556,49.722,45.556,40.833,43.889,85.278,93.333,94.722,94.722,93.056,84.722,49.722,43.889,40.278,36.389,37.5,66.944,92.5,94.722,94.722,91.111,47.778,43.611,40,36.111,33.056,I
33.056,40.833,79.444,66.111,52.5,44.444,40.833,36.944,34.444,31.667,29.167,39.722,50,68.333,64.722,58.333,51.944,47.5,42.5,40,36.389,33.056,44.722,53.611,64.167,71.389,85,60.556,53.333,49.444,45,41.667,37.778,47.222,55.556,62.778,70.278,75,80.833,83.333,58.056,48.889,44.722,40.278,51.667,60.556,66.944,71.667,74.722,76.111,76.111,69.722,53.889,51.667,45.278,66.389,90.556,95,95.833,93.056,87.5,75.833,71.944,69.722,81.111,89.167,91.667,93.611,95,94.444,87.5,86.944,90.278,84.444,81.389,83.611,88.333,46.667,56.389,64.722,73.333,80.833,84.444,91.944,87.222,87.778,84.722,76.389,38.333,45.833,56.389,71.111,81.111,86.389,89.444,85.556,50.556,43.333,38.056,J
29.444,33.333,42.5,87.222,94.444,96.111,96.111,96.111,93.889,81.944,46.667,35.833,43.056,53.611,70.556,86.667,94.722,96.389,96.389,95.833,94.444,86.667,41.111,48.889,62.5,92.222,95.556,96.667,96.667,96.389,96.389,95.556,92.5,46.944,74.167,93.333,95.556,97.222,96.944,96.389,96.944,96.389,95.556,94.722,64.444,91.667,95,96.667,97.778,96.111,96.667,97.5,96.389,95.833,94.167,90.556,93.889,95.556,96.667,97.778,96.389,96.389,97.5,96.389,95.556,94.167,92.222,94.722,96.389,96.944,96.667,97.222,96.667,96.111,96.111,95.556,92.778,90.833,95.278,96.389,97.222,96.944,97.222,97.222,96.944,96.111,94.444,88.333,85.278,94.722,96.111,96.944,97.222,96.667,96.389,95.556,90.278,46.389,37.778,A
93.333,96.111,78.056,76.389,77.222,96.389,94.444,85.556,45,36.667,33.333,63.333,66.944,68.889,70.556,74.167,82.5,88.611,91.944,88.333,50.556,39.167,51.944,58.611,63.333,67.222,75.278,91.667,94.444,95.556,95,91.389,53.889,45.556,51.944,57.5,61.944,81.389,93.611,95.278,95.278,94.444,93.056,90.556,41.944,46.944,52.778,58.056,79.722,92.778,93.889,94.167,93.333,93.611,90.833,39.167,43.333,48.333,54.167,78.333,91.389,92.778,93.056,93.333,92.5,85,36.667,40.556,45.556,50.833,79.444,92.222,94.167,94.167,93.889,91.111,64.722,33.611,36.667,41.111,46.389,78.611,92.778,94.722,95,93.611,83.889,44.167,30,32.5,35.833,40.278,48.889,91.111,94.167,93.611,88.333,45.556,36.944,B
33.333,47.5,86.389,94.722,95.833,95.278,93.333,65.556,39.722,35.278,32.222,54.722,91.667,95.278,92.222,91.389,90.833,90.278,93.056,63.611,41.389,35.833,79.444,93.889,90.278,88.333,87.778,88.056,87.222,89.444,63.889,46.944,40.278,66.944,79.444,80.278,83.056,85.278,85.833,86.389,87.778,64.722,51.389,44.722,56.667,67.778,76.389,81.389,84.167,86.389,89.167,87.222,61.389,54.722,48.333,56.389,67.222,75.556,81.111,85.278,86.944,89.167,75.556,65.278,59.444,52.778,60.278,73.889,91.389,94.444,94.444,93.333,82.778,75.833,70.833,66.389,60.833,85.278,94.444,95.833,96.389,96.111,89.167,81.389,78.056,76.389,78.056,95,93.333,92.222,58.611,59.722,66.667,95.556,86.111,90,96.667,94.722,89.722,C
55,59.444,53.333,50.556,50,48.889,48.889,46.944,46.389,41.111,30,48.056,80,61.111,58.056,58.056,57.778,60.556,81.944,93.611,91.944,73.611,43.611,50.278,65.833,66.389,64.444,65,69.444,91.667,92.222,92.778,87.222,40.556,45.278,78.333,70,70,73.056,75.556,84.167,92.5,91.667,91.944,38.056,41.944,46.389,73.889,73.611,75.556,77.222,81.667,91.111,92.5,92.5,33.611,38.889,43.611,65.278,74.167,78.333,80,81.667,85,90.278,91.389,31.944,35.833,39.444,43.889,82.5,80.556,82.778,83.889,86.389,87.5,88.889,29.167,33.056,35.278,38.056,44.722,86.667,83.333,85.278,85.833,87.778,85,28.889,30,31.111,34.722,37.222,40.278,84.444,84.722,87.222,85,51.667,D
93.056,96.111,97.222,97.778,97.5,97.778,97.222,96.944,95.833,92.222,57.5,91.389,95,96.667,97.5,97.778,97.778,97.222,97.5,96.667,95.833,93.333,62.778,71.389,91.389,95.556,96.667,97.222,96.944,97.5,96.944,96.389,95.278,59.444,68.611,75.278,81.667,86.944,93.889,96.111,96.111,96.111,94.444,87.222,60.278,71.111,81.111,91.111,95.556,96.389,96.667,96.389,95.556,91.944,73.889,68.889,92.5,95.278,96.944,97.5,97.5,97.5,97.778,97.222,96.111,92.778,90.833,94.167,95.556,96.667,97.778,96.111,96.667,97.778,96.667,96.111,94.444,85.556,93.889,96.111,96.667,97.5,96.667,96.667,97.5,96.667,96.111,94.722,35.833,75.556,94.167,96.389,96.944,97.222,96.944,96.944,95,86.944,48.889,E
33.056,39.722,65.278,93.333,95.278,96.389,96.667,96.389,95.833,91.944,46.389,43.611,89.167,94.722,96.389,97.222,96.944,97.5,97.222,95.833,93.333,63.333,85,94.167,95.833,96.389,96.944,96.389,96.667,96.111,95,91.389,60,90.556,94.444,94.722,96.389,95.833,96.111,95.278,92.5,82.222,72.778,55.278,91.667,94.722,95.556,95.833,95.556,95.556,92.5,79.444,73.889,65.556,56.389,92.222,95,95.278,94.722,94.167,94.167,90,77.778,73.056,67.5,59.167,91.667,95,95.278,94.444,94.167,95.278,93.056,91.111,76.111,73.333,67.222,89.722,94.167,95,95,96.111,95.556,95,95.278,95.278,95,93.889,56.389,92.5,95.278,96.111,96.111,95.833,95.833,96.111,95.278,93.333,88.056,F
29.444,32.778,36.389,39.444,42.222,46.667,53.056,67.778,58.333,41.667,34.444,34.444,39.167,42.5,46.667,50,54.444,59.722,79.722,55,47.222,40.278,40,45.833,49.444,53.333,56.111,59.722,63.056,81.944,56.389,50.556,44.444,51.389,54.722,55.278,57.5,59.722,62.778,65.833,74.722,58.611,53.889,48.056,64.722,60.833,60.556,62.5,64.167,66.944,68.889,82.778,66.944,57.5,51.389,74.722,72.222,69.167,68.333,68.889,70.278,72.778,93.333,93.611,90.833,58.889,84.167,76.111,75,73.611,74.444,74.167,76.111,90.833,94.444,93.333,90.278,41.667,87.778,77.5,78.056,78.056,77.778,79.444,86.667,90.556,93.333,93.333,34.167,38.056,56.667,92.5,95.278,81.389,81.944,86.111,89.444,91.667,91.667,G
61.389,92.222,95.278,96.111,95.833,93.333,75,40.556,35.556,31.944,30,91.667,95.833,95.833,95.278,95,93.611,91.667,60.833,40.556,36.944,33.611,93.333,94.444,94.444,94.444,94.167,94.444,93.056,90.278,49.722,40.833,36.944,91.944,94.444,93.889,93.056,93.611,95.833,93.611,91.389,65,44.444,39.444,79.167,92.5,94.722,94.444,94.444,94.167,95,93.056,87.778,48.333,41.667,38.333,75,93.333,95.833,96.111,96.111,95.833,95.278,92.5,62.778,45.833,33.889,38.333,43.611,49.444,51.667,55.556,58.056,60.556,62.778,79.722,48.056,30.278,33.611,37.222,40.278,44.167,46.389,49.167,52.778,56.667,72.5,60.833,26.667,30.556,33.333,35.833,39.167,40.833,43.611,46.389,49.722,55,74.444,H
90.833,89.722,60.833,50.278,46.667,44.722,41.944,40.556,37.222,34.167,30.278,91.111,91.111,75.833,59.167,54.444,51.111,48.056,45.556,42.222,38.889,33.889,69.722,87.778,76.111,64.444,60.278,56.389,54.167,51.667,48.333,45.278,40,74.722,90.556,78.611,68.333,65,62.222,60.278,58.333,56.389,54.444,51.111,91.944,95.833,96.944,97.5,97.5,97.778,97.5,97.222,95.833,88.611,62.778,80.278,94.167,96.111,96.389,96.111,94.722,92.222,84.167,65.278,56.667,49.167,80.278,93.611,95.556,96.389,96.111,95.556,93.889,81.667,57.778,48.056,40.278,90.278,95,95.556,96.389,96.389,95.556,94.444,85.278,45.556,40.278,35.278,80.556,93.889,96.111,96.111,95.833,93.333,75.278,42.222,38.333,35,31.944,I
41.389,56.667,72.778,77.222,88.333,63.889,45.833,41.389,37.222,33.889,31.111,45.556,55.556,65.833,73.056,78.056,81.111,83.056,82.5,48.611,39.444,34.722,46.944,55.556,64.167,71.111,75.833,79.444,82.222,84.722,85.278,79.167,41.389,50,59.167,67.222,73.333,78.056,80.278,82.778,85,86.667,86.944,84.722,58.333,76.944,92.778,89.444,94.722,90.833,85.278,86.667,86.944,88.333,86.944,90.556,93.611,89.444,86.111,85,85.556,92.778,89.722,88.056,86.667,86.111,90.556,91.111,83.889,78.056,80.556,82.5,91.667,91.667,89.167,89.444,86.111,49.167,61.389,67.222,74.444,79.722,88.889,92.222,91.944,92.222,81.944,40,40,49.167,59.444,75.278,84.444,89.722,88.611,50.833,44.444,39.722,35.278,J
91.667,80.833,83.611,91.111,94.722,95.833,96.111,93.889,77.778,41.389,35.278,66.944,75.833,89.722,93.333,95,96.111,96.667,96.111,95,85.278,47.778,62.5,86.111,94.167,95.833,96.111,95.278,95,96.667,96.111,94.444,88.611,80,93.333,95.833,96.111,96.944,96.389,96.111,96.667,96.111,95,92.778,91.667,94.444,95.833,96.389,97.222,95.833,96.111,96.667,96.111,95.278,93.889,93.889,94.444,96.111,96.944,97.222,96.667,96.667,96.667,96.111,95.556,93.889,92.778,94.722,96.667,96.944,96.944,97.222,96.667,96.389,96.111,95.556,93.611,90.278,94.722,96.111,96.111,96.667,96.667,96.389,96.389,96.389,95,91.667,56.111,92.778,95.278,96.944,96.667,96.389,96.944,96.944,95.833,93.611,76.944,A
93.333,90.278,85.556,85.278,85.278,86.667,93.889,86.111,50.278,38.611,32.222,62.778,72.778,77.778,82.222,85.278,88.056,90.278,90.833,90.278,83.056,41.944,53.889,62.778,73.611,81.389,88.889,90.278,91.667,93.056,93.333,92.5,85,51.944,62.778,81.389,93.333,95.833,96.667,96.389,96.667,97.222,95.556,91.667,49.167,70,92.778,95.833,96.389,96.944,96.111,96.667,95.556,95.278,91.389,46.667,86.111,94.444,95.278,95.556,94.444,93.333,94.722,94.167,94.167,93.056,43.333,85.833,93.889,95,95.278,93.333,92.5,93.889,92.778,92.5,91.667,34.167,62.5,91.667,93.889,94.444,91.389,91.667,93.611,93.056,92.5,85.556,30,33.333,57.5,92.5,94.722,90.556,90.833,93.889,94.444,91.389,45.833,B
93.056,86.667,84.444,82.778,81.944,92.222,76.944,40.833,36.111,33.056,30.556,77.778,75.278,76.944,78.889,79.722,81.389,83.333,60.556,42.222,36.667,33.611,65.833,71.389,73.889,76.944,78.889,80.278,80,74.722,46.667,41.667,36.944,58.611,66.667,71.667,75.833,78.889,80.833,86.389,76.111,50.833,45.556,41.111,56.944,64.444,70,74.722,78.611,79.722,85.833,65.833,54.444,49.167,43.889,56.389,64.167,70.556,75.556,78.056,86.944,73.611,64.444,58.056,52.222,46.944,57.778,67.778,75.556,78.611,86.389,77.5,72.5,66.667,61.389,56.389,50.833,67.5,91.111,91.944,85.833,81.667,78.056,74.722,70.278,66.111,61.389,55.278,89.167,91.389,85.278,83.611,81.944,78.611,76.111,73.611,70.556,68.056,64.722,C
72.5,55.833,52.778,49.722,48.333,47.5,47.222,46.944,46.389,44.444,37.222,51.944,61.389,59.167,57.778,56.389,55.278,55.833,58.889,88.611,93.056,90.556,42.5,69.167,64.444,61.111,60.833,61.389,61.944,70.833,88.056,92.778,93.333,38.611,43.611,77.778,66.111,66.944,68.056,70.833,75.556,83.611,91.667,93.056,36.111,40.278,44.444,87.5,70.556,72.778,73.611,76.111,79.167,86.389,91.111,33.333,37.222,41.389,44.444,79.167,73.611,75.278,77.5,81.111,82.778,83.889,30.833,34.444,36.389,40.833,43.889,85.278,76.111,79.167,80.278,82.222,80.556,29.444,30.833,34.444,36.389,40.556,43.611,81.389,78.333,80.556,81.944,84.722,27.5,29.444,31.389,33.056,36.111,38.056,41.667,83.333,82.222,83.056,61.667,D
47.5,77.778,94.167,96.389,97.222,97.5,97.222,97.5,96.944,95.278,89.722,92.222,95,96.667,96.667,97.222,97.778,97.222,97.222,97.222,96.389,93.889,92.222,95.278,96.667,96.944,97.222,97.778,97.222,97.5,97.222,96.111,93.889,86.111,80.833,94.167,96.111,96.667,96.944,97.222,96.389,95.833,92.5,69.167,65.833,75,80.556,89.167,94.444,95.556,95,91.389,74.722,67.778,59.722,65,74.167,80,86.944,93.611,93.611,88.889,80,74.167,66.667,57.778,73.333,90.556,95.833,96.667,96.944,96.944,96.111,94.444,80,72.778,57.778,92.5,95.833,97.222,97.5,97.222,97.5,96.944,96.667,95.278,90.833,65.833,90.833,95.278,96.111,96.944,97.222,96.944,97.778,97.222,96.389,93.889,81.667,E
36.389,52.778,91.389,95.278,95.833,96.667,96.667,95.833,93.056,60.833,34.722,61.111,91.111,95.556,96.389,96.667,97.222,97.222,96.667,95.556,90.278,43.889,89.444,94.722,95,95.833,96.111,95,94.722,91.667,77.5,71.667,55.278,92.222,94.722,95.278,95.556,95.278,93.889,87.778,76.111,71.944,64.722,53.889,91.667,93.889,94.444,94.167,93.611,91.667,76.667,74.167,69.444,63.333,53.889,91.111,94.444,94.722,94.167,93.333,88.889,77.778,75.278,69.444,63.889,56.389,90.556,94.444,94.722,94.167,93.611,90.556,79.722,77.778,73.889,68.889,60.833,89.722,95.278,96.667,96.667,96.944,96.111,96.389,96.389,96.111,94.722,90.278,50.278,91.389,95,96.389,96.667,96.111,96.111,96.667,96.111,95.278,91.944,F
59.167,52.222,50.833,51.111,51.389,52.778,53.611,56.389,62.222,88.056,72.778,90.278,68.889,63.056,59.167,59.167,60,61.389,63.611,88.056,89.444,60.556,89.444,92.222,69.722,67.222,66.111,65.833,67.5,71.667,89.167,79.722,61.944,79.722,93.056,76.667,72.5,71.111,70.556,73.056,74.444,91.944,75.278,68.056,49.167,88.611,88.611,76.389,76.389,76.389,77.5,80.278,96.389,95.833,94.722,43.333,74.722,94.167,80.278,79.444,80.278,80.278,82.778,96.667,95.833,95,38.333,45.278,84.722,94.167,81.111,81.389,81.667,83.611,89.722,95.833,92.5,35.278,39.722,56.944,92.5,95.556,83.333,84.444,85,88.056,93.611,74.722,31.667,35.556,40.278,75,93.056,87.222,85,85.833,94.167,85,41.944,G
35,42.5,83.611,93.611,95.278,95.833,94.167,90.278,56.389,36.111,31.389,45.833,87.5,93.889,93.333,94.444,95,94.722,93.889,85.556,43.056,37.5,89.167,94.167,95.278,95,95,94.444,94.444,92.222,89.167,48.056,40.833,92.5,94.444,94.722,95.556,95,96.111,94.167,93.333,90,56.667,44.722,93.056,95.833,95.833,94.722,94.444,95,93.889,94.444,92.222,71.111,47.778,67.222,93.333,95.278,95.833,95.278,95,92.5,65.556,66.389,81.111,50,35.833,44.722,50,52.5,53.889,56.111,57.778,60.278,62.222,85.833,51.111,31.389,36.111,40.556,43.889,47.5,48.889,51.667,55,57.5,73.333,65.833,28.056,32.222,35,38.056,41.389,43.056,46.111,48.611,51.389,55,76.944,H
83.611,64.722,52.778,48.611,46.667,43.889,43.056,41.111,39.167,35.833,31.944,82.778,67.778,60.833,55.556,53.056,50.278,49.167,47.222,45,41.667,36.944,87.222,70.278,66.389,61.667,58.333,56.667,54.167,52.5,50.833,48.611,45,75.556,70.278,67.778,64.722,63.056,61.389,59.167,60,61.389,86.111,93.611,90.556,95.556,96.667,97.222,97.778,97.5,97.778,97.5,96.944,95.278,89.722,89.444,93.611,93.333,91.111,77.778,60.833,57.778,55,51.944,48.333,43.056,88.611,93.056,91.667,81.111,56.944,53.611,50.556,47.5,45,42.222,37.222,89.444,92.778,90.278,57.222,51.389,48.889,46.111,43.889,41.111,37.778,34.167,88.611,91.389,73.889,49.167,46.389,43.333,41.944,39.167,36.944,33.333,30.556,I
27.222,29.722,32.5,35.556,37.778,40.278,41.667,44.444,47.778,53.056,61.667,30,32.222,36.667,40.556,43.333,46.111,48.056,50.833,55,60.278,66.389,32.222,37.222,42.5,47.222,49.167,52.222,54.167,57.222,60.278,64.167,67.5,37.5,48.889,52.5,54.167,55,58.333,59.722,62.222,65,68.056,68.889,83.333,81.111,78.889,79.167,80,81.944,69.444,68.611,68.611,70,82.222,87.222,73.889,71.111,72.5,74.722,77.5,85.556,74.444,73.333,72.778,73.333,57.778,61.944,65,69.167,73.889,76.944,85.278,82.222,77.778,82.5,41.389,43.056,50,58.889,64.722,72.5,78.333,84.167,83.611,86.944,43.611,35,35.833,41.667,48.611,58.611,71.389,80.833,85,82.222,40,35,31.111,J
31.389,35.556,43.611,89.444,94.722,96.111,96.111,94.722,89.444,51.944,39.167,36.667,44.722,59.444,89.444,94.722,96.389,96.667,95.833,94.167,86.389,47.5,41.944,55.556,90.833,95.278,96.389,96.389,96.389,95.833,95.833,93.611,86.111,55.278,90.833,94.722,96.111,97.222,96.667,96.389,96.944,96.111,95.278,92.222,90.278,94.167,95.833,96.389,97.778,96.389,96.111,97.778,96.389,95.556,94.167,93.889,94.722,96.667,97.222,97.222,96.944,96.389,96.667,96.389,95.556,93.611,92.778,95,96.389,96.389,96.944,97.222,96.667,96.389,96.111,95.556,92.778,92.222,95.556,96.667,97.222,96.667,97.222,97.222,96.389,95.833,94.167,87.778,91.389,95.278,96.111,96.944,96.111,96.944,96.667,95.833,92.222,58.056,38.611,A
93.056,86.111,74.167,91.944,93.333,86.111,50.556,41.944,38.056,34.167,31.389,57.222,64.444,68.889,73.333,77.222,80.556,84.722,84.167,48.056,39.444,35,50,57.222,63.333,70.278,76.667,83.056,86.667,87.778,86.944,63.056,39.444,46.389,53.333,59.722,71.111,84.722,87.5,89.167,90.833,90.833,89.167,73.611,44.444,51.111,58.056,86.667,95,96.111,96.111,96.389,96.389,95.833,91.389,42.222,46.389,55.833,92.222,95.556,97.222,96.667,96.667,96.389,95.833,94.722,38.611,42.222,53.056,91.667,95.278,95.833,96.111,96.667,96.111,95.278,93.611,33.333,37.5,44.167,87.5,92.778,94.444,94.167,94.444,94.444,95.278,92.222,29.167,32.5,36.944,65.833,92.222,93.611,94.444,93.889,92.222,93.611,85.833,B
49.722,89.444,95,96.389,88.056,87.778,95.556,91.944,53.333,37.778,31.667,92.5,88.611,87.5,87.222,86.111,87.222,86.389,85.833,91.944,61.111,36.111,92.222,83.611,82.222,80.278,80.833,83.056,83.056,84.167,86.667,88.889,45,74.444,72.222,74.722,76.667,78.056,81.667,82.5,84.167,85.556,87.222,48.611,58.611,66.944,72.778,75.833,78.889,82.5,84.444,85.278,86.111,87.5,50.556,52.222,60.833,68.333,73.889,78.333,82.778,85.556,87.222,87.5,71.111,52.778,48.889,58.333,67.5,75.556,83.611,87.5,88.889,88.056,80.278,65.278,55.278,45.556,57.222,74.167,90.556,95.278,96.111,96.111,94.722,89.444,68.889,59.722,36.111,61.389,91.944,95.556,96.944,97.222,65.556,61.944,91.389,94.444,78.056,C
46.111,47.222,47.778,49.722,49.444,51.667,51.944,54.167,66.667,91.111,90.556,64.167,58.056,54.722,54.167,55.278,55.556,57.222,62.222,70,90,91.944,71.944,64.167,62.5,61.111,61.111,62.222,63.056,67.778,71.944,79.167,82.778,86.111,69.722,69.444,68.056,67.778,67.778,69.167,71.667,74.722,78.889,80.278,54.444,90,71.944,72.778,73.056,73.889,73.333,76.111,76.944,80.556,82.5,43.889,73.611,88.056,75.833,76.111,76.389,75.833,78.889,79.167,81.389,82.778,37.5,44.167,83.889,93.889,78.333,78.889,79.444,80.556,81.944,83.611,83.333,33.889,37.222,50,90.556,94.444,80.833,81.944,82.222,83.333,83.611,92.5,31.111,34.167,37.5,44.167,62.5,93.333,95.556,96.111,95.833,93.611,75.556,D
50.833,90,95.278,96.111,96.111,96.667,96.389,96.389,94.167,85,36.667,92.222,95.278,96.667,96.111,96.111,96.111,95.833,95.556,94.444,91.667,62.222,92.222,95.278,96.389,95.556,95,96.667,95.278,95,93.333,84.167,54.167,85.278,94.444,96.111,96.111,96.389,95.556,95,91.111,71.944,63.889,53.889,52.222,75,93.611,95.278,95.278,93.333,81.667,74.167,69.167,62.778,55,46.944,55.556,71.389,90,91.111,83.056,78.056,74.167,69.444,63.056,56.667,42.778,51.389,81.389,93.889,95.833,95.278,93.611,78.611,72.778,66.667,59.167,36.944,44.722,79.722,93.611,95.556,96.389,96.389,95.833,95.278,92.222,67.5,32.222,35.833,56.667,92.5,95.556,96.389,96.111,96.389,96.667,96.111,94.167,E
35.556,43.056,64.722,93.333,95.833,96.944,97.222,96.944,96.944,95.278,89.722,46.667,89.167,95.278,96.111,96.111,96.944,96.111,96.111,94.722,91.389,68.056,89.722,95,95.556,96.389,96.111,95.833,96.111,93.889,80.278,65,58.611,92.5,95,95.278,95.556,95,95.556,93.889,88.889,66.389,60.556,54.444,92.222,94.722,95.278,94.444,94.444,93.611,87.222,69.167,64.722,58.333,52.222,91.667,93.611,95,95.833,95.278,93.333,81.111,70.278,65,57.778,49.722,88.889,94.444,94.167,93.889,93.611,88.333,78.333,73.611,67.222,57.778,47.222,68.056,93.333,95,95.833,95.278,93.611,81.944,79.722,76.944,64.167,44.167,40,89.722,95.278,96.944,96.944,96.667,96.389,95.833,93.611,80,35,F
91.944,88.611,59.444,56.667,55.833,56.111,56.389,81.667,67.5,88.056,60.833,90.278,95.833,84.167,65.833,63.889,66.111,71.389,96.111,93.889,79.722,57.222,51.389,58.889,90.833,78.056,70.833,72.778,76.944,94.167,91.667,70,60.556,43.611,49.444,55,88.611,78.889,77.778,79.444,93.889,90,75.556,68.889,40.278,44.444,49.722,54.167,91.111,81.111,82.222,89.722,82.222,81.667,86.389,38.333,41.111,45.556,49.722,61.944,93.333,84.444,92.5,96.111,95.556,95,34.722,38.056,41.667,45.278,48.333,86.389,93.333,86.944,95.556,95.556,93.333,32.222,35,37.778,41.111,44.722,49.167,84.444,93.889,91.389,95,92.5,29.167,32.222,34.722,36.389,40,42.5,48.333,88.611,93.611,91.389,86.389,G
47.222,77.222,92.778,95.278,96.111,96.111,95.278,91.944,55.278,43.056,35,90,94.444,95.278,95.556,95.556,95.278,95.556,95.278,93.889,85,46.667,91.944,94.722,95.278,95,95,95.556,94.444,94.722,95,93.333,89.444,50.278,90.278,95.278,96.667,96.389,96.667,96.111,96.389,95.556,93.889,90.278,40.278,46.111,51.111,57.778,61.389,63.611,65.833,68.333,71.111,72.5,88.333,35.556,40.833,44.722,48.056,52.222,55,59.167,63.333,66.944,75,82.222,32.778,36.389,40.278,43.056,47.222,50.278,54.167,59.444,63.611,71.667,77.5,30.278,33.056,36.111,38.333,42.5,45,49.444,55,60.833,70.278,82.222,27.778,30.556,32.778,35.278,38.333,40.278,43.333,48.611,56.389,78.889,70.278,H
86.667,80.556,56.944,50,46.111,43.333,41.389,39.444,36.667,33.333,30.278,58.889,84.444,61.667,57.222,53.056,49.722,47.5,44.722,41.111,38.056,34.167,54.167,85.833,65.556,61.944,58.611,55.556,53.056,50.556,46.944,43.056,38.611,53.889,82.5,68.333,65.556,63.056,60.278,58.333,56.389,53.333,50.278,46.111,60,83.333,70,68.056,65.556,63.889,61.389,60.556,60,60.833,74.167,84.444,76.944,75.278,75.556,86.389,95.278,95,88.056,63.889,61.111,58.333,89.722,78.333,78.333,80.556,87.5,92.222,87.222,60.278,55.556,50.278,43.611,83.889,81.944,82.5,83.889,87.5,91.111,71.389,51.944,47.5,42.222,36.944,85.833,85.833,86.944,87.778,88.889,89.167,50,45,40.556,37.222,33.333,I
29.167,32.778,36.389,43.611,75.556,76.111,71.111,57.222,44.444,37.5,32.778,33.611,38.056,43.333,50.278,71.944,71.944,67.222,58.611,50.833,43.889,38.333,37.222,43.056,48.889,55.278,66.111,76.944,66.944,61.944,55.833,49.167,43.056,41.111,47.778,52.5,58.333,65.556,74.444,83.056,65.278,60.556,53.611,48.056,44.167,51.667,57.222,61.389,67.222,73.056,79.444,84.167,85.278,82.778,57.222,51.944,57.5,63.611,67.778,71.389,76.111,78.889,82.5,85.278,87.778,87.222,86.667,78.056,71.667,73.611,88.889,86.111,82.778,84.444,85.556,86.944,86.389,51.389,57.778,63.333,68.889,87.222,93.611,88.611,87.5,87.778,86.667,88.611,39.444,47.222,53.611,63.889,79.722,91.389,92.222,94.444,90,46.389,38.889,J
31.389,46.389,66.111,93.889,86.111,89.167,95.556,95,93.056,60.278,36.944,42.778,64.722,75.833,80.278,87.778,94.167,95,95.556,95,89.444,46.944,48.056,59.722,69.722,86.667,94.722,95.556,96.111,96.111,95,93.611,75,50.278,59.722,83.889,93.611,95.556,96.111,95.833,96.111,96.389,94.722,91.389,53.333,85.556,93.611,95.556,96.667,96.111,96.111,96.944,96.389,95.556,93.333,80,92.778,94.722,96.111,96.944,95.833,96.111,96.944,96.111,95.278,93.056,89.722,94.444,95.278,95.278,96.111,96.111,96.111,96.111,95.833,94.167,90.278,91.944,95.556,96.667,96.667,96.389,96.944,96.944,95.833,95,91.667,58.889,92.778,95.833,96.111,96.389,96.389,96.389,95.556,92.222,56.111,42.222,35.278,A
