attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,class
39.167,95.278,98.889,97.778,98.333,50,93.889,97.778,98.056,97.778,59.722,79.167,97.5,98.056,93.333,98.333,97.778,98.889,96.667,48.611,98.333,97.222,98.333,94.722,36.667,E
97.222,98.056,98.056,55,46.389,97.222,97.5,98.333,96.111,94.722,97.222,96.389,96.389,74.167,60.833,86.389,96.944,97.222,96.389,55.556,35.278,89.444,96.389,96.389,52.5,F
88.611,68.333,65.556,71.111,88.889,85,77.5,76.111,94.722,64.444,86.667,83.611,83.611,97.222,90.278,87.778,86.944,88.889,97.222,93.889,89.722,89.444,91.944,97.222,88.889,G
72.778,97.778,98.889,98.889,97.778,97.5,98.889,98.056,98.333,97.222,97.778,98.889,98.889,81.944,94.444,56.667,60.556,65,80.833,86.944,40,47.5,53.611,76.389,93.333,H
50,62.778,49.722,42.222,34.722,84.722,67.222,58.056,50.556,42.5,78.611,72.778,68.056,63.333,55,91.667,95.556,65.278,56.389,51.944,96.389,92.5,51.944,45,38.611,I
38.889,48.333,63.056,55.833,40.278,46.667,57.778,68.056,82.778,48.333,96.111,97.222,74.444,80.833,88.056,96.944,79.444,99.444,86.944,87.5,54.722,70,95.833,92.222,95,J
72.778,98.333,98.333,98.333,83.889,96.389,97.222,97.222,97.222,96.111,96.944,96.944,98.889,97.5,96.667,96.667,96.389,97.222,96.944,96.667,95.556,97.778,97.222,98.056,94.722,A
97.222,96.667,49.444,42.778,36.389,68.056,80.833,95.556,53.333,44.722,69.444,97.778,98.889,98.611,98.056,97.778,98.056,98.056,61.667,48.056,96.944,97.778,92.778,45,37.778,B
44.167,96.944,90,88.889,36.667,51.111,72.222,81.944,92.222,44.444,54.167,65.833,76.389,67.778,49.167,57.222,68.611,87.5,66.389,53.889,93.333,97.778,97.222,73.333,63.056,C
87.5,58.056,53.333,48.611,40.278,94.444,69.444,67.5,97.778,97.5,95.833,77.222,83.889,98.889,97.5,93.056,83.333,88.611,96.944,97.222,41.389,97.778,90.278,93.889,94.444,D
41.111,96.667,98.333,98.333,97.778,50.278,94.167,97.778,97.222,60.556,55.833,90.278,96.667,70,55,96.944,98.056,98.333,96.667,50,98.333,98.333,98.889,96.111,36.389,E
96.667,98.333,69.167,62.222,98.056,97.778,96.111,98.333,93.056,63.333,98.056,97.222,98.056,72.5,59.444,92.5,98.333,97.5,97.778,61.944,39.444,93.889,97.222,96.944,94.722,F
36.389,45.556,95.278,71.944,63.611,43.056,53.056,92.778,97.778,98.333,47.778,57.778,97.778,93.056,93.333,54.167,63.611,78.611,87.222,90,66.389,71.944,79.444,93.056,93.889,G
96.667,98.889,98.333,98.889,96.111,97.222,98.889,99.444,79.722,98.333,49.444,60.278,68.056,77.222,95,41.944,52.222,62.5,91.667,89.722,36.111,43.056,57.222,95.556,43.889,H
63.333,53.333,51.111,44.444,38.889,67.5,61.389,60,55.833,56.111,94.167,68.333,60.556,55,48.611,93.333,58.056,51.667,44.444,38.056,93.611,48.611,44.722,39.444,33.333,I
36.944,90,78.333,69.167,50.278,47.5,93.056,76.944,68.056,55.556,54.722,71.389,82.222,94.444,60.833,63.056,77.5,84.722,88.611,95.556,97.5,66.111,97.5,97.5,94.722,J
72.222,98.333,98.333,98.333,94.444,97.222,97.778,99.167,98.333,97.778,97.222,97.778,99.444,97.778,97.778,97.778,97.778,98.333,97.778,96.389,98.333,98.611,98.889,96.667,41.944,A
80.833,82.222,97.222,43.611,36.944,66.944,77.778,86.111,95,46.667,66.667,86.111,89.167,98.333,96.667,96.111,98.056,98.333,97.5,51.944,97.5,98.333,97.222,45.833,38.889,B
41.389,97.222,95.278,46.389,36.111,51.667,78.889,89.722,51.389,42.222,54.444,67.778,69.444,57.5,48.611,58.333,90.278,70.833,62.778,53.611,96.111,98.889,98.333,98.889,97.5,C
82.222,63.056,59.167,95.556,39.444,83.056,76.389,83.056,97.222,96.111,85.278,84.444,89.444,97.5,96.667,95,88.611,90.833,95,97.778,40,95.833,92.778,94.167,96.389,D
96.667,98.333,98.333,98.889,97.778,97.778,97.778,99.444,97.5,96.667,97.222,98.611,98.611,97.5,57.778,76.667,97.5,97.778,95.556,49.722,92.222,97.222,97.222,91.944,39.722,E
97.222,95.833,56.667,51.111,40,97.222,97.222,98.611,95.556,86.111,96.667,98.333,98.056,96.389,60.556,94.444,98.056,96.111,96.111,86.667,42.778,96.667,98.333,97.778,97.222,F
70,71.111,97.778,59.167,43.889,81.111,93.889,97.222,70,55.833,87.222,90,98.889,97.778,97.222,88.056,92.222,95.556,97.222,97.222,46.389,97.778,95,96.389,93.889,G
98.333,98.889,98.889,97.778,97.222,92.222,98.333,71.667,95.278,71.944,46.111,55.556,64.167,90.556,58.889,40.556,47.5,58.056,93.889,55.556,34.722,39.444,48.889,93.889,53.056,H
65.556,55.556,50.278,45,38.333,70.556,62.778,60.556,55,52.778,96.944,70.833,65,60.556,54.722,96.111,63.056,55,46.111,40.278,95,51.667,45.556,40.278,33.611,I
70.278,78.333,94.722,94.444,41.111,63.056,73.611,81.944,86.667,91.667,63.333,81.667,87.778,89.444,90.278,95.556,80.556,97.778,98.889,96.111,63.611,66.944,98.333,94.722,39.722,J
43.611,96.944,97.778,98.333,97.5,97.222,97.778,99.444,98.889,97.778,97.222,97.778,99.444,97.778,97.222,97.778,97.778,98.333,97.778,96.944,98.056,98.056,98.889,96.111,46.111,A
92.5,96.111,94.167,73.333,52.778,94.444,83.056,77.222,69.722,55.833,74.167,96.111,79.167,71.389,60.833,73.611,86.389,91.389,97.5,93.611,97.778,98.333,98.611,96.944,96.944,B
97.222,95.833,91.389,44.444,35.556,97.778,89.722,89.167,57.778,42.778,68.056,80.278,91.667,63.056,50,66.389,91.111,78.611,69.444,61.111,96.111,88.611,53.611,52.222,48.611,C
57.222,56.667,62.5,96.944,97.222,81.667,73.889,77.222,97.778,97.778,85,80.278,84.167,97.222,97.222,87.778,86.111,88.333,92.222,96.944,96.111,98.889,89.722,98.889,96.389,D
97.778,98.333,97.5,53.611,42.5,98.333,98.333,97.778,68.611,57.778,98.056,98.333,98.333,80,59.444,95.278,95.278,67.778,57.222,46.944,95.833,97.222,65.278,47.778,38.611,E
97.778,96.944,63.889,48.333,38.611,98.333,97.5,98.333,91.944,93.889,96.111,97.778,98.611,96.111,65.278,95.556,98.333,96.944,97.5,95.833,41.111,96.944,98.889,98.333,96.667,F
91.667,85.833,60.833,51.944,44.722,86.667,80.833,73.333,66.111,97.222,86.667,82.222,81.111,95.278,63.333,88.333,86.111,88.056,93.056,56.944,53.056,90,91.667,97.778,50,G
96.667,98.889,98.333,98.889,97.778,97.778,98.889,98.333,98.056,97.222,51.111,63.333,67.5,73.056,92.778,40.833,50.278,58.333,75.278,93.889,34.722,41.389,48.889,71.389,86.667,H
43.056,78.611,60.556,47.778,38.889,86.944,76.667,67.222,59.444,51.389,83.611,80,98.611,83.889,96.944,88.611,95,61.389,52.222,45,92.778,92.5,50.556,42.5,36.111,I
37.778,48.333,56.111,92.222,95.556,96.667,98.333,98.889,85,91.389,97.778,93.056,85.278,87.778,95,65.556,73.889,81.667,86.389,91.944,49.167,65.278,85.833,48.889,35,J
46.944,97.778,98.333,98.333,55.556,95.556,98.056,97.5,98.889,97.778,96.944,97.778,98.889,98.889,97.222,97.778,98.611,98.889,97.778,97.222,97.778,98.889,98.889,97.222,43.056,A
92.5,65.833,50,41.111,33.889,66.111,81.667,94.444,49.722,40.556,95.556,97.778,98.333,97.5,50.278,95.278,94.167,97.222,95.556,95.278,85.833,92.5,96.667,95.833,95.833,B
56.111,87.778,49.167,36.667,32.5,57.222,69.167,78.611,46.389,36.111,60.833,72.5,81.111,58.889,44.167,87.222,82.222,73.611,61.667,49.722,86.111,96.667,77.5,69.167,60,C
97.778,77.5,68.333,98.611,97.222,91.667,83.333,81.667,97.222,97.778,89.444,87.222,88.333,96.111,97.222,94.167,89.167,90,94.444,97.222,39.167,96.944,92.222,93.333,89.444,D
97.778,98.889,99.444,98.889,97.778,98.333,98.889,98.889,98.611,96.111,70.833,96.944,98.056,95.556,74.722,95.556,98.889,98.056,98.889,96.944,96.111,98.889,98.333,98.333,94.722,E
93.056,98.333,97.5,98.333,83.889,97.222,97.5,97.5,85.833,79.722,97.222,95.833,89.444,82.778,69.722,97.5,97.778,90,85,82.778,95.278,98.611,97.5,96.944,46.111,F
39.722,47.222,55.278,88.333,44.722,57.222,60.833,65.833,68.889,51.667,97.778,93.056,98.611,97.222,90,96.111,91.111,91.667,97.222,96.944,83.611,92.5,93.889,97.778,96.944,G
93.333,97.778,97.778,48.611,37.778,98.333,98.333,75.833,95.556,45,56.667,61.667,67.778,93.889,51.944,44.444,51.944,60.833,93.889,64.167,36.667,43.611,51.667,95,95,H
94.167,56.389,50.278,44.444,37.5,88.889,66.944,58.611,54.167,49.167,78.056,72.778,67.222,98.056,97.222,83.611,90.278,76.667,51.667,44.722,90,94.722,49.167,42.222,36.944,I
40.556,52.5,67.5,90,93.333,87.222,97.222,76.389,83.889,88.333,98.056,97.222,99.444,89.444,90.278,95.833,93.611,94.167,98.611,96.389,89.722,90.556,98.611,96.667,40.833,J
43.333,96.667,98.889,98.333,97.778,95.278,97.778,98.889,98.889,97.778,97.222,97.778,99.444,98.889,97.222,97.778,98.889,98.333,97.5,94.722,97.778,97.778,98.333,94.722,37.5,A
98.333,83.056,98.333,94.444,38.889,71.944,74.167,82.778,86.111,93.611,56.389,68.333,89.722,97.778,97.222,45,60.833,98.333,98.333,98.333,36.944,46.944,97.222,98.333,96.944,B
71.667,95.278,46.111,36.944,32.778,68.333,79.444,88.333,46.667,36.944,96.667,97.778,89.167,96.667,43.611,97.222,98.333,97.222,73.611,53.333,38.889,46.944,51.389,91.944,62.778,C
97.778,91.944,60.278,66.944,96.389,94.167,83.611,77.778,97.778,97.5,97.222,87.222,85.556,97.778,97.778,96.667,88.333,87.5,95.556,96.111,84.444,91.111,91.389,98.333,46.944,D
96.111,98.889,98.611,98.889,97.222,98.333,98.889,98.889,97.222,93.889,95.556,98.056,97.778,85,61.944,96.111,98.889,98.333,98.333,92.778,97.778,98.889,98.889,98.333,94.444,E
97.222,98.889,97.778,98.333,63.611,97.778,96.111,85.278,77.778,60,96.111,96.111,84.444,76.111,61.944,98.056,98.333,99.444,97.778,97.778,95.556,98.889,97.5,98.056,88.889,F
66.944,60.556,60,61.389,94.167,77.222,69.722,70,95.833,59.167,97.222,78.333,83.889,97.222,70.556,92.778,83.611,87.778,97.5,45.556,47.222,97.222,90,91.944,35.278,G
76.667,98.333,98.333,98.889,97.5,97.778,97.778,99.444,97.778,97.222,54.722,63.611,97.778,79.722,97.5,42.778,54.444,59.167,68.333,94.167,33.333,40.556,49.444,57.5,54.444,H
89.167,56.944,50.833,45.278,38.333,75.556,66.389,61.389,57.222,54.167,96.944,92.5,67.222,59.444,51.389,96.667,90.278,58.056,48.889,40.556,96.667,93.333,47.5,40.556,33.889,I
42.778,52.778,59.444,73.333,92.222,97.222,97.778,81.667,78.889,86.389,97.222,91.667,92.778,86.944,87.778,65.278,84.167,89.722,91.111,88.889,73.611,98.333,97.778,98.333,47.778,J
96.111,98.333,97.222,95,39.167,97.222,98.611,98.333,97.778,95.833,97.222,97.222,99.444,97.5,97.222,97.222,97.222,99.444,97.5,96.944,93.889,98.056,97.778,98.889,96.111,A
93.889,95.278,49.722,44.167,37.222,57.778,68.611,76.667,67.222,46.667,51.944,65.556,77.778,89.722,96.111,45.833,77.5,97.222,97.778,95,36.944,95.278,97.778,97.778,89.444,B
67.5,75.556,79.444,82.222,92.5,58.889,69.444,75.278,80.833,93.333,56.389,66.389,75.278,94.444,63.889,53.889,68.889,92.222,74.167,61.944,55,93.056,81.944,77.222,67.778,C
72.222,60.278,98.889,96.667,39.722,80.833,79.167,99.444,98.333,97.222,97.5,87.222,99.444,98.333,97.778,97.778,91.944,98.333,97.778,97.222,96.389,93.889,96.111,98.333,48.333,D
96.111,98.333,97.222,53.889,38.611,95.556,97.778,93.056,66.667,46.389,96.389,98.333,96.944,80,53.333,98.056,98.889,98.889,98.611,95.556,97.222,98.889,99.167,98.889,97.222,E
96.111,98.889,97.778,98.889,95.833,96.944,96.667,86.944,83.056,76.389,97.5,94.167,86.389,80.278,70.833,96.944,96.111,87.5,83.611,76.944,96.944,98.611,98.333,97.222,94.444,F
58.611,65.278,62.778,69.444,52.222,49.444,94.444,73.889,78.333,55.833,43.611,66.667,81.944,83.056,65,38.611,46.944,86.944,87.222,97.778,33.611,39.167,91.111,89.167,93.056,G
97.778,97.778,98.611,97.5,96.944,95.556,98.889,98.889,98.889,98.333,47.778,55.833,64.722,71.111,85.556,40.833,48.333,57.5,67.778,92.222,34.722,41.944,50.556,66.944,88.333,H
77.222,59.167,53.889,49.444,43.889,75.556,68.056,62.5,97.5,97.778,81.389,95.833,62.778,56.944,49.167,87.778,92.5,54.444,46.944,40.278,90.833,55,45.556,40.278,33.611,I
33.611,39.444,47.5,58.611,91.111,40.556,51.389,58.611,66.667,92.778,95.556,97.778,72.5,73.889,79.444,75.556,77.5,99.167,80.833,81.667,53.611,70,89.722,87.778,91.111,J
96.667,98.056,97.5,96.389,50.833,97.5,96.667,99.444,96.944,96.667,96.944,96.111,99.444,96.111,96.944,96.667,97.222,97.5,97.222,95.833,83.889,98.333,98.056,98.333,55.833,A
97.778,97.222,95.556,93.333,95.556,96.111,90.278,93.056,93.056,92.778,76.389,88.611,93.333,97.222,96.389,95.556,89.167,88.333,95.278,96.111,92.222,83.056,82.222,96.111,45.556,B
61.944,95.833,55.556,37.222,32.778,58.611,69.167,78.056,50,37.222,58.056,68.056,78.611,59.722,43.611,61.389,73.333,77.222,65,53.056,94.167,85,77.778,71.944,64.167,C
68.333,60.833,63.889,82.5,95.556,76.389,73.056,75.556,81.667,96.944,80.556,79.444,81.111,83.889,93.889,87.778,83.611,84.167,86.944,90,38.889,95.278,86.389,88.056,95.278,D
97.222,98.889,98.611,98.056,96.944,97.778,98.889,98.889,97.778,97.222,65.833,98.611,98.333,98.333,92.778,46.667,83.333,97.5,94.444,59.444,35.556,51.944,97.778,97.778,87.778,E
96.111,95,96.111,93.889,85.556,97.5,97.222,98.333,97.222,96.111,96.667,96.667,94.167,89.722,78.889,93.333,97.222,97.5,89.444,87.778,41.111,96.667,97.5,96.667,89.444,F
68.333,68.611,96.111,51.944,39.722,79.444,79.722,97.222,66.944,58.889,85.833,85,90,78.333,97.778,87.778,88.611,90.556,97.778,97.778,83.889,90.556,90.556,95,96.944,G
98.333,98.056,98.889,96.111,49.722,97.778,98.056,98.889,97.778,95.556,52.222,59.444,64.722,68.611,88.611,40.833,47.5,54.722,61.111,85,34.167,39.444,45.833,52.222,81.389,H
87.222,55.556,49.167,43.333,36.667,74.444,65.556,58.611,56.667,53.889,97.778,98.056,73.889,80.278,56.944,96.667,95.556,60.278,50.556,41.944,97.222,94.444,48.889,40.278,34.722,I
55.833,74.722,84.722,91.389,42.5,63.611,76.667,84.167,88.333,90.278,97.778,89.167,98.889,93.611,91.111,73.333,87.778,91.389,95.833,90,78.889,94.444,50,43.333,35.556,J
72.778,98.333,98.333,98.333,84.444,96.944,97.5,98.611,98.611,97.222,97.222,97.778,99.444,97.778,97.222,96.389,97.778,99.167,97.778,97.222,83.889,98.333,98.056,98.889,95.833,A
49.444,94.722,95,96.389,38.333,53.333,68.611,81.389,86.389,93.611,57.778,70.278,78.056,85,94.444,95.556,98.611,98.333,98.333,94.722,97.778,98.333,98.889,97.222,40.556,B
58.333,91.944,42.778,36.667,32.778,56.111,66.944,67.222,43.056,37.778,56.944,66.111,70,50,42.778,59.722,90.278,67.5,58.056,49.444,91.389,80.833,71.944,67.5,60.278,C
53.889,59.167,93.611,97.778,95.556,80.278,74.167,99.444,97.778,97.222,84.722,82.5,88.056,97.778,97.778,95.278,87.222,88.333,93.611,96.944,42.222,97.778,91.667,98.056,87.778,D
95.278,98.611,83.333,82.778,83.611,93.333,95,97.5,89.444,59.167,86.944,97.778,97.778,79.167,61.111,97.778,98.333,98.333,97.778,96.944,96.944,97.778,99.444,97.222,96.944,E
95.556,97.5,96.944,94.722,46.389,95.556,94.167,93.611,86.389,67.778,96.389,96.667,95.556,84.167,72.5,93.889,96.667,96.389,97.778,97.5,39.444,93.889,92.5,92.778,45.556,F
66.111,59.167,60.278,61.389,95,73.611,70,70.556,70.556,70,78.056,76.667,78.333,91.111,82.222,80.833,80.556,79.444,86.389,95.278,83.333,83.889,84.167,87.778,44.444,G
97.222,98.333,97.222,40,33.333,97.778,97.222,98.611,94.444,39.444,53.889,60.833,63.611,68.056,47.222,39.722,48.333,53.333,60.278,91.667,33.056,38.056,43.889,50.833,81.667,H
87.222,59.722,51.111,47.778,40.278,84.167,67.222,61.944,59.167,54.722,72.778,71.944,83.333,66.111,56.667,60.278,88.611,67.778,57.222,44.722,48.889,95.556,70.278,46.667,36.667,I
86.111,75.556,83.611,88.611,93.333,58.889,69.444,93.611,96.944,96.944,48.333,61.944,82.778,89.444,97.778,41.389,51.667,67.5,92.222,85.556,36.389,43.056,57.222,95,41.389,J
45.556,97.222,98.333,96.389,38.611,95.556,98.333,97.5,98.889,96.111,96.944,97.778,99.444,98.333,97.5,97.5,97.778,99.444,97.778,97.222,96.667,98.889,97.222,98.333,96.389,A
97.778,95.278,98.333,54.444,35.556,97.5,88.611,89.444,90.556,88.889,65.278,80.556,88.333,93.056,92.778,72.778,98.333,98.889,98.889,98.056,93.056,98.333,98.333,98.333,50.556,B
96.944,96.667,45,40.833,35,62.222,72.5,89.167,51.944,40.833,59.722,68.889,76.389,65,56.389,60.556,96.389,79.167,74.444,75.833,95.833,60.833,72.222,92.5,39.167,C
97.778,68.611,65.278,98.611,96.667,87.222,79.167,78.056,97.5,96.667,86.944,82.778,85.556,88.333,96.944,88.333,87.5,89.444,90,93.611,83.889,89.722,90,92.222,95.833,D
95.556,97.778,98.889,98.889,98.333,97.778,98.889,98.333,97.778,97.222,71.111,98.056,98.333,96.944,61.944,57.5,83.056,97.5,96.944,59.444,51.944,97.778,98.333,98.333,55,E
38.889,94.444,97.778,96.667,51.111,92.222,96.944,96.667,95,55,98.333,97.5,98.056,76.111,62.778,97.222,96.667,99.444,97.778,97.5,96.389,97.5,97.5,97.778,96.111,F
66.667,62.222,66.944,95.278,52.778,79.722,74.444,76.389,96.389,72.222,96.389,81.667,81.667,97.5,97.778,85.833,84.444,86.111,92.5,97.5,35.833,95.278,96.944,91.111,96.944,G
98.333,98.889,98.889,62.5,34.722,97.778,98.333,98.889,97.222,53.333,44.444,53.333,58.056,63.333,85.556,37.5,45,49.722,56.389,92.778,32.778,36.944,41.944,47.778,80,H
73.611,59.444,51.389,48.611,43.889,75,68.611,64.722,98.056,97.778,97.5,96.111,68.611,59.444,49.722,96.667,96.111,61.111,48.333,41.111,96.667,96.111,46.111,40.278,34.722,I
68.056,75.833,80,85,93.611,56.944,70.278,80.833,86.944,89.444,51.944,76.111,87.222,90.833,91.111,41.667,97.778,79.167,96.944,51.944,33.889,44.444,61.111,92.222,40.833,J
44.722,97.222,97.778,89.444,43.056,95.556,98.056,96.944,98.889,96.111,96.389,97.5,98.333,97.778,97.5,97.778,96.667,98.611,97.222,96.667,96.667,97.778,98.333,96.111,42.5,A
94.444,86.389,85.833,88.333,38.333,61.667,78.056,84.722,91.111,51.111,64.167,82.778,98.056,98.333,97.5,97.5,98.889,98.611,97.778,53.889,98.333,98.333,98.333,55.556,38.889,B
97.222,91.111,70.833,43.333,35.278,83.056,84.167,92.778,52.5,42.222,71.667,80.556,75,60.278,50.833,70.556,93.611,75.556,68.333,62.5,98.333,98.333,98.333,93.333,47.5,C
84.722,65,62.5,97.222,94.167,82.5,76.389,76.944,97.778,97.222,95,83.056,85.278,97.778,97.5,52.5,86.667,89.444,95.833,96.389,34.444,93.889,89.444,93.889,96.667,D
98.333,98.889,98.889,97.778,96.944,97.778,98.889,98.889,98.333,93.889,64.722,94.444,97.5,93.333,68.611,90.278,98.333,98.333,98.889,96.944,37.5,96.944,98.889,98.333,98.333,E
93.056,98.333,97.222,98.333,93.889,96.111,97.778,97.222,96.667,64.722,98.333,96.667,98.611,92.5,68.333,97.222,97.778,99.444,97.5,97.222,96.389,98.611,96.944,96.944,94.444,F
38.611,53.056,95.556,52.5,40.833,46.944,58.611,93.611,60.833,49.722,53.889,65,76.111,93.056,64.722,68.056,73.056,78.611,83.056,95.278,98.333,83.889,98.889,97.222,41.111,G
95.556,98.611,98.889,98.889,97.778,98.333,98.889,98.889,97.778,96.944,90.278,76.944,76.667,81.944,94.167,46.111,57.778,70,93.333,46.111,38.611,48.611,68.611,90,38.056,H
72.778,65.278,51.667,45.556,37.778,63.333,70.833,63.333,58.056,50.278,80.278,97.778,96.389,72.222,63.611,93.889,96.944,96.667,62.5,45.556,95.833,97.778,96.111,44.444,36.111,I
44.167,80,71.111,51.667,38.611,51.667,72.5,71.667,59.167,48.333,61.389,96.389,88.889,97.5,58.333,95,84.722,99.444,96.944,94.444,96.944,73.056,98.611,97.222,49.167,J
85.278,85.833,98.889,97.778,84.167,68.333,95.556,98.056,97.5,96.667,59.722,96.667,98.889,98.889,97.222,79.722,97.222,98.611,98.889,96.389,48.889,98.056,98.056,98.333,88.333,A
96.944,97.222,48.333,42.5,35.556,65.556,77.5,94.167,90,44.167,66.111,79.722,88.056,97.5,97.222,96.667,98.889,98.333,98.889,96.667,96.667,98.889,98.333,98.333,94.722,B
41.111,95.556,82.222,55.556,43.056,49.167,65.278,76.389,94.722,94.444,51.667,63.889,73.611,80,91.667,56.111,67.222,95.278,77.222,60.556,95.556,96.667,84.167,76.944,58.889,C
70,57.778,50.833,42.5,35,77.5,73.889,98.889,97.222,88.889,81.944,84.444,99.444,97.778,97.222,93.611,88.056,93.611,96.667,96.944,43.056,98.056,94.722,98.333,88.333,D
96.667,98.889,98.056,98.889,97.778,73.056,98.333,98.333,98.333,94.167,66.944,96.667,96.111,64.167,52.778,98.056,98.333,98.056,60.278,46.111,98.333,98.333,98.333,55.556,38.889,E
91.111,92.778,85.833,82.778,41.111,95.833,97.5,96.111,71.944,55,96.944,96.667,96.111,75.278,63.333,98.056,97.222,99.444,97.778,98.333,96.944,98.056,97.5,96.944,94.444,F
54.444,61.944,93.611,49.722,38.056,77.222,74.167,96.111,57.5,45.833,84.444,83.056,92.778,64.444,53.889,96.389,88.333,97.222,72.778,74.722,84.444,98.333,98.333,98.333,95.278,G
98.333,98.056,98.889,96.944,94.444,97.778,98.889,98.889,97.222,88.611,50.278,58.333,65,70.556,94.722,40.278,46.944,53.889,63.056,92.222,34.167,40.556,46.667,55,95,H
77.222,93.611,87.778,97.778,97.778,81.111,84.722,63.333,54.444,47.5,84.722,70.833,51.944,45.278,38.889,88.056,76.667,43.611,39.444,33.611,90.833,45,39.167,35.556,30.278,I
86.111,79.444,48.333,40.556,34.444,72.222,95.278,60.833,50.556,42.222,65,77.5,89.722,95.833,52.5,70.833,80.278,86.389,89.444,91.111,75,98.333,89.722,98.056,56.111,J
40,87.222,97.222,98.056,96.389,93.333,97.222,98.889,98.889,97.222,97.222,97.778,99.444,97.778,97.778,97.5,96.944,98.056,97.5,96.667,96.944,98.333,98.333,96.667,44.722,A
96.944,98.333,96.667,41.667,34.722,55.278,66.389,76.111,96.667,42.5,47.5,61.111,92.5,97.778,96.111,40.278,55,98.056,98.333,98.333,33.333,39.722,95.278,98.056,97.222,B
38.056,49.167,70.556,93.889,55.833,44.722,56.111,69.444,78.611,92.222,52.222,64.167,73.056,95.556,63.056,96.389,98.056,94.444,71.389,56.389,52.778,53.889,59.167,94.722,51.111,C
96.389,93.056,74.444,58.889,42.778,96.944,90.278,99.444,97.778,97.222,93.333,93.889,99.444,97.778,97.222,97.222,96.111,98.056,98.333,97.222,84.444,98.333,98.333,98.333,48.611,D
33.056,42.222,95.278,97.222,97.5,42.222,96.111,98.333,96.944,96.667,55.833,76.944,91.944,96.667,64.722,95.556,98.056,97.5,97.5,59.444,97.5,98.889,98.611,97.222,51.111,E
93.333,97.778,97.778,97.5,94.444,96.111,97.222,91.667,79.444,66.667,96.944,95,86.111,78.889,68.611,96.111,95.278,86.667,82.5,81.111,97.5,98.056,97.778,96.389,45.556,F
68.056,59.722,60.278,89.722,34.722,76.944,73.333,76.944,94.444,48.889,82.778,79.444,83.056,93.611,62.778,85.556,86.111,87.778,97.778,97.222,88.056,87.778,88.333,92.5,96.944,G
39.167,97.5,91.389,84.444,83.889,93.889,97.222,96.944,79.444,95,96.111,96.667,72.222,70.278,95,46.944,52.222,57.5,63.333,86.667,36.389,42.778,47.222,53.333,63.611,H
67.5,53.889,48.611,42.778,36.944,71.389,62.222,58.611,52.5,47.5,97.5,97.778,69.722,64.444,62.778,96.944,91.667,61.389,53.333,45,96.667,83.611,51.389,43.333,36.389,I
47.778,77.222,84.167,45,36.667,54.722,70.833,82.778,90.833,44.167,86.944,91.111,88.333,98.333,94.722,98.056,85.833,85.556,97.5,97.5,96.944,69.444,78.611,97.778,47.778,J
38.056,94.444,97.778,97.778,84.444,83.333,96.944,96.944,98.333,96.944,96.389,97.778,98.611,97.778,97.778,97.5,97.5,97.778,97.222,95.833,96.667,97.778,98.333,96.111,44.167,A
97.5,86.111,87.5,96.667,45.556,65.833,78.611,83.889,88.889,94.444,62.5,77.222,87.778,91.111,91.667,90.833,97.778,98.333,98.611,95.278,95.278,98.889,98.333,98.333,46.944,B
41.944,87.222,68.056,46.667,35.833,48.889,63.056,78.056,95,41.389,54.167,65.556,76.667,73.889,49.722,68.611,96.944,95.556,71.389,56.389,57.5,55,56.111,57.222,94.444,C
68.889,61.944,62.222,96.667,93.333,81.111,73.611,77.5,98.333,97.222,47.222,81.111,84.722,93.333,96.667,39.444,93.611,86.667,91.944,94.722,34.444,40.833,88.056,91.667,93.611,D
97.222,98.333,97.778,95.556,46.111,98.333,98.333,98.333,84.167,63.333,95.556,98.056,97.5,64.444,55.833,95,97.5,74.444,52.778,43.056,97.222,97.778,71.111,42.222,35.833,E
92.778,98.333,98.056,98.889,96.944,97.778,97.778,98.333,82.5,76.389,96.389,95.833,86.944,80,66.389,96.944,94.722,87.5,82.222,76.667,96.667,98.333,89.722,89.722,89.444,F
48.056,54.444,63.889,89.444,43.611,81.944,69.444,76.667,64.167,50.833,85.833,81.667,84.167,93.333,57.778,87.778,86.111,87.778,96.944,97.5,37.222,88.889,98.333,98.333,96.667,G
96.667,98.889,97.778,98.889,96.944,97.778,98.889,98.889,97.778,96.389,90.556,97.778,98.889,76.111,91.111,40.556,48.056,56.667,63.889,73.056,34.167,39.722,46.389,54.167,81.944,H
93.889,56.111,50.833,46.389,38.611,79.722,66.389,61.111,58.333,53.889,80.833,97.5,95.278,65.833,55.833,79.444,96.111,95.556,52.778,42.5,80.556,97.222,72.778,43.333,36.111,I
51.389,68.611,50.278,40.556,34.444,54.444,66.111,75.556,93.611,40.556,57.222,66.944,77.5,83.333,90.833,91.111,89.722,98.056,89.444,88.611,98.056,97.778,66.667,95.556,91.667,J
95,98.333,94.722,65.556,41.944,97.778,97.778,98.611,97.778,95.833,97.222,96.667,98.611,96.944,96.944,96.944,97.778,98.056,97.778,96.944,47.5,96.944,96.389,98.333,96.389,A
41.389,69.167,93.611,60,40.278,50,63.333,88.889,96.111,50.556,56.944,70.278,79.167,85.833,95.278,98.056,98.333,99.444,98.889,90.278,98.333,98.889,98.889,97.222,94.722,B
