attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,class
60.278,54.167,45,98.333,63.333,57.5,58.333,49.167,39.444,I
64.722,76.389,42.778,67.5,79.444,88.889,98.333,98.333,91.389,J
97.778,98.333,98.333,97.222,99.444,97.778,98.333,98.889,96.944,A
66.667,80.833,41.944,60,97.778,98.056,63.611,96.667,98.333,B
98.333,94.722,91.944,78.333,93.333,68.611,86.944,98.889,98.611,C
60.556,63.889,96.111,76.111,76.944,81.667,42.222,83.333,86.111,D
98.333,99.444,98.333,71.667,97.222,75.278,96.389,97.778,98.333,E
98.889,98.889,90.556,97.778,97.778,69.167,98.056,97.778,86.111,F
70.556,74.722,56.944,81.944,83.889,76.944,96.667,88.611,96.944,G
98.889,98.889,90.556,95.556,98.333,96.667,38.056,47.778,75,H
65,55.278,46.667,87.5,69.722,61.667,93.889,53.889,42.5,I
45,63.333,80.833,59.722,83.056,81.389,70,92.222,41.667,J
98.056,99.444,98.889,97.778,98.611,98.056,98.333,98.611,92.5,A
72.222,84.722,79.167,68.333,80.278,86.111,97.778,97.5,45.278,B
79.722,96.667,36.667,83.056,97.222,61.389,54.722,80,65.556,C
70,66.389,96.389,79.167,80.278,96.389,93.056,86.944,96.667,D
96.944,98.056,97.5,71.389,96.667,92.5,98.333,99.444,98.056,E
97.222,96.944,70,97.778,83.611,67.778,98.333,91.111,92.5,F
65.278,88.333,41.667,80.556,97.222,63.611,86.667,97.778,97.5,G
42.222,97.5,97.222,98.333,97.5,63.889,98.056,67.778,40.833,H
62.222,54.444,47.222,71.111,98.333,54.167,88.889,49.444,38.889,I
65.556,80,74.722,93.889,95.278,91.944,91.667,64.167,65,J
97.778,98.611,98.333,98.333,98.333,97.5,97.5,97.5,95.556,A
63.333,84.444,47.778,63.889,77.5,84.722,98.333,98.333,55.278,B
69.722,96.667,52.222,69.444,86.944,68.611,54.722,84.167,68.889,C
80,59.444,47.5,81.667,83.056,96.389,86.944,90.833,96.389,D
98.889,98.889,65,95.833,81.944,63.611,98.333,99.444,98.056,E
98.333,98.333,97.778,97.778,97.5,75.556,98.056,97.778,97.222,F
60.278,95.278,90.278,84.444,86.389,98.056,89.444,88.611,95.278,G
46.111,98.333,98.056,98.889,98.889,67.222,63.056,93.056,41.667,H
65.278,76.111,63.056,78.889,58.889,46.944,87.5,46.944,36.111,I
48.333,71.389,48.333,63.889,75.833,82.222,80.278,94.167,87.222,J
85.833,98.056,98.333,95.556,98.889,98.889,96.111,98.056,93.056,A
63.333,95.556,50,63.611,78.333,85.278,97.778,98.611,96.111,B
75.556,96.389,49.444,74.167,84.722,79.722,94.722,85,72.5,C
64.722,63.611,96.667,75.833,79.444,91.944,40.833,84.167,90.556,D
97.778,98.889,98.056,76.667,96.944,62.5,98.889,98.611,55.556,E
96.111,97.778,71.111,98.333,98.611,97.222,97.778,98.333,80.556,F
75.556,73.889,63.889,53.056,83.889,97.778,41.944,85.556,96.111,G
97.222,98.333,97.778,81.111,93.889,48.333,93.333,49.722,36.944,H
62.222,55.556,48.056,95.278,71.111,57.778,93.056,62.5,41.111,I
48.889,68.056,80.833,67.222,86.111,84.444,80.833,78.611,81.944,J
97.778,98.333,98.056,96.944,99.444,97.5,96.944,96.667,97.222,A
72.778,79.444,42.778,70.278,98.611,97.778,96.667,97.778,98.333,B
80.278,96.944,35.833,74.722,93.333,56.944,96.944,82.778,64.722,C
68.333,67.5,97.222,78.333,80.556,95.278,50.833,85.556,93.333,D
97.5,96.667,38.889,80,96.944,53.333,97.222,98.056,97.778,E
97.778,99.444,98.056,97.5,98.333,66.111,95,97.5,89.722,F
67.222,62.5,95,79.722,78.056,70,84.444,85.556,95.833,G
98.889,98.889,96.111,96.944,72.222,94.444,42.222,51.944,67.5,H
62.5,53.056,43.611,98.333,99.167,98.333,97.222,54.167,43.056,I
71.944,56.389,44.444,90.833,84.167,88.611,93.056,70,93.611,J
98.889,99.167,97.778,98.333,99.444,98.333,97.222,97.778,96.944,A
51.111,71.667,94.167,57.5,72.222,80.833,98.333,98.611,95.556,B
97.778,96.111,42.222,72.778,91.111,50.556,70.278,76.111,61.944,C
69.444,71.389,97.5,81.111,82.5,88.889,41.944,86.944,88.889,D
98.889,98.889,96.944,71.944,97.778,97.5,92.222,98.333,97.778,E
95.833,96.944,96.667,91.944,95.833,76.944,97.222,90.556,96.944,F
72.5,95,49.167,89.167,91.111,97.222,45,93.611,95,G
98.889,95.833,98.333,51.389,61.667,68.611,39.167,48.611,60.556,H
68.889,54.444,44.167,74.444,71.667,94.722,96.667,66.389,43.611,I
41.111,56.389,84.444,58.333,70.556,77.5,71.667,94.167,85,J
98.333,98.333,97.778,98.333,99.444,98.333,97.5,97.222,97.778,A
67.778,94.722,42.5,66.111,78.611,92.778,97.778,98.611,98.611,B
96.667,94.444,92.5,83.889,95,61.389,94.444,94.444,67.5,C
70,75.833,95.833,92.778,85,95.278,37.778,87.778,92.222,D
98.611,99.444,98.889,73.889,97.778,61.389,97.222,97.5,45.833,E
93.611,93.889,55.833,85.833,93.333,84.167,87.222,85.278,63.889,F
69.167,68.611,72.222,53.333,78.056,80.556,40,50.833,85.833,G
97.5,98.333,95.833,55.278,62.5,70,39.444,47.778,59.722,H
65.833,54.722,45,74.444,98.611,60.278,95,53.333,43.056,I
64.167,83.056,46.667,96.667,86.944,88.611,77.222,95,92.778,J
96.944,98.056,69.722,96.111,92.778,89.167,94.167,93.889,91.667,A
68.056,78.889,91.389,66.111,79.167,86.111,98.056,98.333,97.778,B
70.278,51.389,37.5,66.111,62.778,48.333,83.889,71.389,62.5,C
70.833,74.167,95.278,81.111,82.778,91.944,41.389,84.444,91.111,D
98.056,98.333,97.778,85.278,97.778,71.667,97.778,98.889,97.222,E
97.778,98.889,96.111,94.722,76.944,64.722,96.667,78.333,52.778,F
55.833,78.056,63.611,78.611,81.944,97.778,86.111,86.389,92.5,G
97.5,97.778,97.5,58.889,63.611,73.889,39.167,48.333,74.444,H
56.944,48.056,40.278,79.444,83.889,63.611,96.667,88.333,47.778,I
73.889,55.833,43.333,75.556,89.167,91.667,98.056,67.5,96.944,J
98.333,97.778,97.5,98.333,99.444,98.056,97.5,98.056,97.5,A
81.389,89.167,92.5,97.778,98.333,95.833,98.333,97.5,63.611,B
90.556,77.778,39.444,74.444,66.944,47.778,94.167,71.111,59.167,C
63.611,59.167,97.222,75.278,99.444,96.944,85,95.833,57.778,D
97.778,98.333,97.5,71.667,94.167,75.278,97.778,98.611,98.056,E
73.056,95.278,74.722,95.278,94.167,97.5,94.444,93.333,97.778,F
93.333,87.778,92.5,93.056,96.944,71.111,94.722,98.889,98.333,G
95.278,90,47.778,97.5,67.5,54.722,44.167,52.5,85.833,H
63.056,53.889,44.444,70.278,67.222,64.167,96.111,95.278,54.167,I
74.722,86.944,93.056,91.389,77.778,95.556,54.167,60.556,94.444,J
98.333,98.611,96.944,97.5,99.444,98.056,97.778,96.944,98.056,A
75.278,83.056,92.778,67.5,87.222,90.278,96.944,97.222,96.389,B
75.278,81.667,48.333,65.556,86.389,56.944,85.833,80,66.389,C
85.833,69.167,97.778,86.111,98.333,97.5,92.222,98.333,63.889,D
98.333,95.556,44.444,68.333,97.222,59.444,65.278,98.889,98.889,E
96.667,97.5,97.222,95.833,96.667,61.111,96.111,96.389,45.833,F
95.278,82.5,95.833,91.944,89.722,79.444,92.5,93.333,96.944,G
97.5,94.167,83.889,60.278,66.389,74.167,40.556,50.278,68.056,H
64.722,51.111,41.111,72.5,64.722,59.167,95.556,57.778,48.611,I
66.667,71.389,50.278,97.778,97.5,95.556,84.444,96.667,97.5,J
96.944,98.889,98.889,98.333,99.444,97.778,97.222,97.5,97.778,A
72.5,85.833,43.611,95,98.333,91.111,96.111,97.778,79.444,B
73.889,80,48.056,63.611,76.944,57.5,67.5,80.278,65.556,C
68.333,72.5,97.5,79.444,87.222,97.222,42.5,88.611,98.333,D
98.611,98.889,95,86.389,98.333,98.056,97.5,98.333,97.778,E
91.667,94.722,90,91.111,89.444,92.778,93.611,92.778,57.778,F
71.944,69.722,55.278,78.889,82.222,67.778,93.333,88.333,98.333,G
98.056,99.444,90.278,79.444,98.889,77.222,39.444,50.833,67.222,H
67.778,58.333,50.556,96.944,68.056,57.5,96.667,51.389,40.556,I
72.222,85.556,89.444,92.778,97.222,93.611,97.222,65,97.778,J
96.389,97.5,96.944,98.333,99.444,98.056,97.5,98.056,97.5,A
73.611,96.389,44.167,75,85,88.333,98.056,98.889,97.778,B
77.222,83.333,89.722,69.444,91.667,61.389,89.722,77.778,67.778,C
71.944,63.889,85.833,80,80,83.333,84.167,84.167,85.833,D
97.778,96.667,46.389,94.722,97.222,64.444,98.333,99.444,97.778,E
92.778,92.222,92.5,93.889,94.722,78.333,84.722,90.556,50.833,F
88.333,80.833,62.222,91.667,99.444,98.333,93.056,97.778,97.222,G
97.5,99.167,90.833,54.444,66.389,76.667,41.389,54.167,91.111,H
58.889,51.389,41.944,69.722,67.222,98.056,95.556,55.833,46.111,I
71.667,95.556,44.722,77.222,86.389,89.167,81.667,96.389,92.5,J
97.5,98.056,98.056,96.944,99.444,97.222,96.389,97.222,97.5,A
73.056,83.333,54.722,86.389,98.889,98.611,97.778,98.333,97.222,B
82.5,65.556,90,78.056,90.556,60,59.722,95.833,64.722,C
79.722,82.778,95.833,85.556,90.833,94.722,89.444,89.722,93.889,D
97.778,99.444,97.778,76.111,98.056,92.778,98.333,97.222,89.722,E
91.389,80.278,77.222,90.556,86.389,71.111,94.722,95,88.611,F
71.667,76.111,53.333,83.333,86.389,97.778,86.667,88.611,96.389,G
97.778,99.444,98.889,97.222,70.556,96.111,43.056,55.556,96.111,H
68.889,54.722,48.056,90.833,98.611,58.333,94.167,54.167,41.667,I
71.667,50.556,41.111,74.444,95.278,96.389,97.5,81.667,97.778,J
97.5,97.5,97.222,96.389,99.444,97.5,97.222,97.222,97.5,A
96.111,53.611,42.222,74.444,86.111,91.389,98.333,99.167,96.111,B
98.333,96.389,90.556,81.944,86.111,61.111,74.722,87.222,64.444,C
68.889,61.944,96.111,78.333,79.167,89.444,83.056,84.444,88.611,D
97.5,99.167,97.778,80.833,97.5,97.222,97.778,96.667,97.5,E
90,89.167,88.611,85.278,91.111,69.722,91.111,78.611,54.444,F
63.056,55.833,40.278,92.778,76.944,76.389,39.167,86.667,96.389,G
98.611,98.889,97.778,55.278,67.5,94.167,41.389,54.167,95.278,H
61.111,51.111,44.167,81.667,97.778,97.778,90.556,95,45.833,I
55.556,45.833,37.222,70,85.556,92.778,95.833,73.611,95.833,J
97.222,96.389,96.944,97.5,99.444,98.333,97.5,98.889,95.278,A
86.111,70.833,45,79.167,88.889,65,98.333,99.444,93.889,B
68.333,96.111,38.056,66.944,95,49.444,98.056,78.889,61.944,C
62.222,53.056,38.611,78.889,91.389,97.222,92.5,93.056,96.111,D
98.333,99.444,98.333,98.056,98.333,96.667,86.944,98.333,97.778,E
92.5,91.389,95.278,92.5,92.778,70.278,95,96.944,92.778,F
62.222,68.889,58.889,78.889,81.389,73.889,48.333,86.111,93.889,G
96.667,96.944,41.667,65.833,80,50.556,43.611,70.556,58.056,H
66.667,56.111,50.278,80.833,96.944,65.833,75.833,94.167,49.444,I
83.889,94.722,43.611,97.778,93.333,94.444,62.778,88.889,97.5,J
96.944,98.611,98.333,98.333,99.444,98.333,98.889,98.889,95.556,A
81.667,63.056,42.778,75.278,90.833,58.333,97.778,94.722,97.778,B
77.222,58.333,40.278,64.722,63.333,49.444,98.611,97.5,66.944,C
69.722,96.667,96.111,82.222,86.111,96.389,44.444,91.389,93.889,D
97.778,98.889,97.5,95.833,78.889,62.778,98.333,98.056,56.389,E
95.833,96.667,70.833,94.722,98.611,76.389,96.667,97.5,91.111,F
75,68.056,74.444,81.111,79.444,79.444,86.389,85,95.833,G
98.056,98.333,97.5,96.667,65,72.222,40.556,48.611,63.333,H
59.722,51.111,43.611,83.333,94.167,63.611,95.556,62.5,44.722,I
73.611,90.556,93.056,96.667,98.889,98.056,50.278,82.5,97.778,J
97.222,97.5,97.5,98.056,99.444,98.333,98.611,98.889,70.278,A
74.722,84.444,40.278,68.056,83.889,91.944,97.778,98.889,98.056,B
86.944,87.5,48.611,63.333,85,55.556,94.444,79.167,65,C
72.222,98.056,96.111,89.444,90.278,95,92.222,92.5,94.167,D
98.056,98.611,86.667,96.389,97.222,76.667,97.5,98.889,98.333,E
94.722,93.056,90.556,96.389,97.5,70.833,75.278,95,59.444,F
88.333,76.667,70.278,88.611,86.111,92.222,97.5,98.611,97.778,G
98.056,99.444,97.778,50.833,61.111,69.167,38.889,48.889,61.667,H
58.611,48.611,40.556,78.056,98.333,98.056,95,95,47.222,I
58.611,81.389,89.444,95.278,97.778,97.5,98.611,68.611,98.333,J
94.444,98.056,98.333,97.5,97.222,97.778,98.056,98.333,43.889,A
87.778,95.556,45.278,98.333,98.889,97.5,97.778,99.444,98.333,B
79.444,90.556,36.389,63.611,71.944,47.5,95.556,79.444,62.778,C
51.389,60.278,93.611,69.722,73.056,80,95.556,80,83.056,D
97.5,97.778,98.333,75.833,89.167,93.333,97.5,96.667,97.222,E
96.111,96.389,96.389,94.444,94.167,72.778,93.333,90.556,64.722,F
51.944,59.444,65.278,70,73.056,75.833,81.667,80.278,97.222,G
53.333,97.5,98.333,98.889,98.889,96.944,73.056,66.944,42.222,H
58.056,49.444,41.111,97.222,99.167,98.611,93.611,56.111,43.611,I
97.5,69.722,75.833,97.222,85.833,80,56.389,79.444,89.444,J
96.944,98.889,98.333,98.333,99.444,97.778,98.889,98.889,96.944,A
75.556,86.111,92.778,96.944,98.889,96.389,98.889,98.889,97.222,B
88.333,46.667,36.111,89.444,56.944,44.722,45.833,93.611,55,C
68.056,98.611,97.778,82.222,86.944,95.556,42.222,90,93.333,D
98.333,98.889,97.222,65.833,97.5,96.944,46.389,96.667,98.333,E
97.222,97.778,66.667,96.944,98.333,65,97.222,98.056,65,F
65,64.167,82.778,96.111,76.667,67.222,41.667,88.889,95.278,G
96.111,98.056,97.5,98.889,98.889,64.167,57.5,91.111,45.278,H
58.889,51.944,42.222,94.167,66.944,62.778,93.889,54.167,44.722,I
61.944,82.778,46.111,64.722,79.444,86.667,97.778,74.444,96.944,J
72.5,98.333,97.778,97.778,99.167,97.778,98.889,98.889,97.778,A
73.611,82.5,91.389,69.722,86.111,89.167,97.222,98.333,97.778,B
80.833,50.833,37.222,95.833,61.944,49.444,42.5,76.944,62.222,C
65.278,74.167,93.611,80,87.222,95.556,40,90,92.778,D
98.889,98.889,97.778,96.667,98.056,76.111,96.944,98.889,98.889,E
96.944,97.222,95.278,96.667,95.556,65.556,95.278,83.333,72.5,F
52.222,87.778,46.389,67.5,79.722,58.056,82.778,83.611,97.5,G
85.833,97.5,97.778,98.889,98.611,54.722,56.111,76.944,45.556,H
62.222,56.111,48.889,93.056,65.833,55.556,95.833,50.833,39.167,I
50.556,75.556,86.944,95.556,82.5,87.222,98.611,98.611,95.556,J
89.167,98.333,98.056,98.333,99.444,98.333,98.056,98.889,97.778,A
69.444,80.556,48.333,63.333,79.444,86.389,95.278,97.778,96.111,B
97.778,89.722,46.667,70.556,83.056,62.778,54.444,96.944,81.667,C
72.778,67.222,97.778,83.333,99.444,97.222,91.111,98.889,95.556,D
96.667,96.944,96.111,70.833,96.944,70.833,97.778,99.444,97.778,E
97.778,97.778,71.667,96.389,97.778,78.333,98.056,98.889,97.222,F
70.278,71.111,61.667,80.556,81.944,97.5,76.667,86.111,90.278,G
97.778,99.167,97.5,48.611,59.167,90,38.333,48.056,62.222,H
61.944,53.889,44.444,97.778,98.889,94.444,95,51.944,41.389,I
38.056,60.556,77.222,53.889,95.278,90.833,64.722,79.167,46.667,J
46.389,97.5,97.5,97.778,98.333,98.056,98.889,98.889,96.944,A
70.833,93.333,40.556,68.611,80.833,88.056,97.778,98.611,97.778,B
92.5,42.778,35.278,58.056,92.778,42.778,53.056,77.5,53.611,C
91.111,98.611,97.5,96.389,99.444,98.333,93.611,98.056,98.333,D
97.5,98.333,51.389,95,96.944,60.278,67.222,98.889,98.333,E
96.944,98.889,92.778,94.444,84.722,70.278,97.778,96.944,96.944,F
75.278,68.611,76.389,82.222,83.889,71.389,86.389,87.5,97.222,G
97.778,97.5,97.778,98.056,98.611,97.778,44.167,58.611,91.111,H
65.833,54.444,44.167,88.333,99.444,95.833,93.056,91.944,49.722,I
74.167,75.556,51.944,96.389,89.722,91.944,81.944,93.611,97.5,J
96.667,98.889,98.333,98.333,99.444,98.333,98.889,98.889,95.556,A
91.389,59.722,46.389,70.833,86.944,93.333,96.111,98.056,96.111,B
98.333,97.222,40,74.444,94.444,53.056,96.111,79.444,68.056,C
88.333,98.889,93.611,93.889,99.444,97.778,93.611,96.944,98.333,D
97.778,98.333,97.5,93.056,79.444,58.056,97.222,98.333,43.056,E
95,97.5,52.5,94.722,94.444,60.833,96.111,64.444,44.444,F
79.444,93.056,48.889,88.889,97.5,69.167,91.944,94.444,96.667,G
98.889,98.889,90.556,57.5,65.278,94.167,41.111,50.556,92.222,H
62.5,56.944,52.5,93.056,62.222,53.333,88.333,49.722,39.167,I
77.222,61.111,44.444,62.222,79.722,90,47.5,97.778,97.5,J
48.333,98.889,98.889,96.667,98.056,98.333,97.778,96.667,41.111,A
80,63.889,43.333,65.278,79.722,88.056,96.389,98.889,98.333,B
90.833,58.056,39.722,91.667,63.056,50,97.5,73.333,61.111,C
71.111,61.667,80.278,81.111,96.111,98.056,96.389,93.056,96.944,D
97.778,99.444,97.778,96.389,78.611,58.056,96.389,98.333,47.778,E
96.667,97.222,50.278,98.056,93.611,98.056,96.944,91.111,65.833,F
67.778,75.833,55.278,85,89.444,98.056,89.167,89.167,96.389,G
96.944,97.222,96.944,98.333,99.167,98.056,47.778,55.833,69.722,H
90.278,55.833,46.389,86.389,93.333,59.167,92.778,63.333,41.667,I
64.167,91.111,45.556,97.778,85.833,89.722,78.056,95.833,50.556,J
49.167,98.333,97.778,97.222,96.944,97.222,98.889,98.611,44.444,A
71.111,83.889,43.889,74.444,84.722,89.444,98.333,99.167,97.5,B
74.167,93.056,36.111,79.444,85.833,47.778,56.389,95,60.833,C
64.444,62.5,96.389,77.222,82.222,96.667,79.167,86.667,95.833,D
98.333,99.444,98.333,98.056,98.056,97.222,98.056,98.611,97.778,E
96.944,96.944,97.222,94.444,73.333,57.222,97.222,92.5,42.222,F
96.667,75.833,93.333,90.278,98.889,96.667,92.778,98.056,38.611,G
98.889,98.889,96.667,77.222,66.111,92.222,41.667,49.444,87.778,H
64.167,56.389,48.611,72.778,99.444,98.056,82.778,51.389,42.778,I
44.167,60.833,75.833,52.5,85.556,97.5,65.556,81.389,96.111,J
95.556,98.889,98.333,98.333,99.444,98.056,98.889,98.889,96.944,A
70.556,84.167,91.389,77.222,86.111,88.611,97.5,98.056,93.333,B
70,79.722,40.833,66.389,78.611,65.278,95,97.778,67.5,C
79.444,91.667,97.5,86.111,90,96.389,44.167,92.778,96.667,D
98.056,98.889,97.5,96.667,81.111,62.778,98.889,98.333,55,E
98.056,96.389,58.333,98.056,95.556,69.444,98.611,98.889,96.944,F
98.333,75.556,79.167,95.278,93.056,95,94.444,95.278,96.667,G
98.333,99.444,89.167,50.833,61.667,71.389,39.167,49.722,65.556,H
66.389,50.278,40.278,71.389,63.056,54.167,89.722,55.833,49.722,I
49.167,63.333,82.222,98.333,95.278,83.889,85,95,91.111,J
96.111,97.222,98.333,98.333,99.444,98.333,98.889,98.889,95.556,A
70.556,95.556,40.278,73.333,83.889,92.5,98.889,99.167,97.5,B
71.111,82.222,90.833,70.833,81.944,73.889,92.778,81.111,66.944,C
69.722,99.444,97.778,81.389,91.389,96.389,87.778,90.833,94.444,D
98.333,98.889,77.222,96.944,98.056,73.056,95.556,98.889,98.611,E
98.333,98.056,93.611,97.5,80.833,60,98.333,98.889,51.944,F
76.389,65,69.444,64.167,79.444,97.778,45.278,84.167,91.389,G
97.222,98.333,97.778,47.5,56.389,67.222,37.778,46.944,59.167,H
67.778,55.556,45.833,98.333,98.056,94.444,97.222,88.889,43.056,I
60,87.5,91.667,97.222,88.889,91.111,96.944,95.556,93.056,J
98.889,98.889,97.778,98.333,99.444,98.333,97.5,98.611,97.222,A
66.944,75.556,52.222,64.722,79.444,92.5,97.5,88.056,88.056,B
97.778,95,42.222,94.444,68.056,51.944,98.056,96.944,63.333,C
57.778,95,96.667,80.278,81.111,90.556,87.778,88.333,95,D
97.222,98.333,97.778,95.556,96.944,67.5,98.611,98.889,95,E
54.167,96.944,71.944,96.944,96.944,71.111,97.222,98.889,95.556,F
68.611,66.389,92.222,77.778,77.222,77.778,66.111,85.556,97.778,G
98.333,98.889,68.611,57.5,69.722,88.889,41.667,60.556,48.056,H
70,58.889,53.611,96.111,67.5,52.778,96.111,48.889,38.889,I
60.278,84.167,93.889,97.778,95.833,91.944,95.278,96.944,96.111,J
96.111,98.333,98.333,97.222,99.444,98.889,55.833,97.222,98.333,A
75.833,85,95.556,81.667,88.333,90.833,98.889,98.889,97.778,B
97.222,55,38.611,70,63.611,48.056,96.389,98.056,66.667,C
66.667,71.111,97.778,81.389,80.278,94.167,95,86.944,90,D
96.944,98.611,97.5,93.333,96.944,67.5,93.333,97.778,96.389,E
98.333,98.333,97.778,96.111,96.944,82.5,97.778,98.056,67.778,F
65.278,64.167,56.944,78.889,80,96.111,84.444,85.833,96.667,G
96.944,98.611,97.222,57.222,71.667,91.111,43.611,65.556,47.5,H
71.389,58.889,49.722,96.667,73.056,58.889,96.944,52.5,41.111,I
55.833,82.5,71.111,97.222,87.222,89.167,77.5,96.389,41.667,J
96.111,98.889,98.889,97.778,99.444,98.333,97.778,98.611,97.222,A
79.167,86.944,96.111,82.778,89.167,91.389,98.611,98.889,97.778,B
85.833,94.444,61.944,68.889,80,68.889,83.056,85,85,C
55.278,66.111,96.667,76.111,78.889,93.889,44.722,84.167,89.444,D
98.056,98.611,97.5,89.167,98.333,80.833,98.889,98.889,96.944,E
88.611,98.056,96.944,96.667,96.111,62.222,97.222,98.056,66.944,F
73.333,68.889,57.5,81.667,85,71.944,88.056,90.278,96.389,G
98.333,98.333,65.833,54.444,63.611,61.389,40.833,50.833,65.556,H
92.222,60.278,49.167,97.222,97.222,63.333,97.222,96.111,43.889,I
67.778,79.722,51.111,75.833,90.556,91.111,68.056,97.222,95.833,J
97.222,98.889,98.889,97.5,98.333,98.056,98.889,98.889,57.222,A
77.778,80.278,40.278,69.722,83.333,94.444,98.333,99.444,98.333,B
96.944,91.111,42.5,68.889,92.222,56.667,95,82.778,97.5,C
64.444,50.833,38.333,75.556,83.333,79.444,96.944,96.111,97.222,D
92.222,98.611,98.889,66.389,98.056,93.889,97.778,98.333,96.667,E
49.444,98.056,98.611,96.667,78.611,53.333,96.667,97.5,39.167,F
57.5,93.611,60.278,80.278,98.611,72.5,98.333,89.722,96.667,G
98.889,98.611,73.611,53.056,61.667,61.111,39.722,47.5,92.778,H
66.111,56.944,50.833,98.333,73.056,60.556,97.222,52.778,41.111,I
75,60.278,44.167,73.889,85.278,89.444,98.056,95.278,94.167,J
97.5,98.056,97.5,98.333,99.444,98.333,97.5,98.333,97.778,A
71.111,79.444,39.167,65.833,79.722,93.889,96.667,98.889,98.611,B
97.222,57.5,38.333,74.444,87.222,54.444,76.944,84.444,66.944,C
61.667,51.389,40,75,98.889,97.5,85.833,97.5,98.056,D
98.333,99.444,97.778,92.778,98.333,73.056,98.333,97.5,53.889,E
97.5,98.056,95.278,98.333,97.222,68.333,98.333,97.222,91.944,F
80.833,86.111,96.944,87.778,98.056,98.056,77.222,91.389,98.333,G
98.889,98.611,96.111,58.611,65.556,89.167,40.833,51.389,87.778,H
65.833,52.222,42.222,72.222,65,58.611,98.333,96.667,50.833,I
79.444,89.722,79.167,88.611,98.056,93.333,78.056,76.111,96.389,J
97.778,98.333,97.778,98.333,99.444,98.333,97.778,97.222,97.778,A
75,82.778,95.278,63.333,81.111,89.167,68.056,96.111,97.778,B
95.833,89.444,44.167,72.5,83.056,55.556,72.5,89.167,65.556,C
63.056,84.444,97.5,77.222,82.5,95.278,91.944,86.111,93.056,D
98.889,99.167,97.222,96.944,86.111,63.889,98.333,97.778,57.222,E
96.944,97.5,55,96.944,99.444,86.667,97.222,96.944,95.833,F
61.667,96.667,61.111,98.333,96.667,68.611,93.889,96.389,98.611,G
98.333,98.333,97.778,49.444,60,76.944,38.611,47.778,94.167,H
61.667,50.833,41.667,98.056,63.611,58.333,96.944,56.667,48.889,I
81.667,87.222,58.056,71.111,85.278,89.722,79.722,98.333,93.333,J
96.111,97.222,96.944,96.944,98.056,97.778,97.222,94.722,97.778,A
69.722,87.222,92.222,66.111,98.333,98.333,40,98.333,98.056,B
74.722,84.167,92.5,78.333,89.167,92.778,52.5,57.222,76.111,C
86.667,70.556,56.667,87.5,94.167,97.778,91.667,95,96.667,D
96.389,98.889,98.333,74.167,97.5,93.333,97.5,98.333,45.556,E
94.167,97.778,97.222,96.667,98.611,85.833,96.389,97.778,94.167,F
54.722,65.278,62.222,75.833,77.778,80.556,44.444,81.944,93.333,G
98.889,99.444,98.333,51.667,62.778,88.889,40.278,50,62.5,H
91.944,57.5,48.889,96.944,97.778,63.611,96.667,65.278,44.444,I
63.056,56.389,45.556,64.444,84.167,89.444,92.222,95.833,97.5,J
96.667,98.333,97.222,98.333,99.444,98.056,98.056,98.056,97.778,A
70.278,83.056,56.944,65.833,80,86.667,97.5,98.333,96.111,B
75,85,50,80,87.222,75.833,43.611,78.333,67.778,C
80.278,98.611,96.944,86.667,98.611,96.944,91.944,95.833,96.667,D
98.333,98.611,94.722,75.278,96.389,93.611,97.778,98.889,98.333,E
48.889,96.667,63.611,95.833,73.889,57.778,95.278,82.5,62.5,F
49.722,60.556,65.833,70.278,74.444,97.5,82.5,79.444,96.944,G
97.778,99.444,97.778,98.333,99.167,92.5,41.111,50.833,63.333,H
65.833,56.944,50.556,97.778,73.333,61.389,96.944,59.444,41.667,I
78.889,88.889,41.389,97.5,93.889,93.056,68.889,76.667,98.056,J
94.444,97.778,98.333,97.778,98.611,98.056,97.778,98.333,97.778,A
61.389,82.5,41.111,63.889,77.778,91.667,98.333,91.389,91.111,B
96.111,47.5,37.778,70,91.111,45.278,93.056,77.778,60.833,C
58.889,75.278,96.667,75.833,82.778,88.333,93.889,86.111,88.611,D
98.889,98.889,95,81.944,96.944,65.833,96.667,98.333,98.333,E
98.056,97.222,96.389,97.222,97.222,97.222,97.5,98.889,94.722,F
65.833,61.667,93.889,77.778,78.611,90.556,39.444,85.833,93.333,G
97.778,99.444,98.333,61.389,98.056,98.333,41.389,53.333,94.167,H
73.056,61.944,56.111,98.333,78.611,63.611,97.5,91.111,42.5,I
71.389,82.778,86.667,74.722,87.222,89.722,97.222,88.611,98.056,J
96.111,98.889,98.889,98.333,99.444,98.056,98.889,98.889,96.667,A
70,81.389,87.222,64.722,82.222,88.889,97.222,97.5,56.944,B
98.333,94.444,54.167,75.278,82.778,58.889,98.056,81.389,70.278,C
70.556,83.056,97.778,95.278,83.889,94.722,39.444,96.667,90.556,D
98.889,98.889,97.222,70.556,97.222,73.056,95.556,98.889,98.889,E
90.556,89.167,69.722,81.111,86.667,62.5,83.333,89.444,69.167,F
62.778,91.944,56.111,83.889,99.444,98.333,89.722,93.333,97.222,G
98.333,98.889,98.056,57.778,97.778,98.056,40.278,50.833,88.333,H
63.056,57.5,51.944,95.278,73.056,54.444,96.944,89.167,41.111,I
54.444,80,46.111,68.056,80,87.222,98.889,87.222,93.889,J
97.5,98.889,98.056,97.5,98.056,97.222,96.944,98.056,45.278,A
95.833,92.222,92.5,76.667,90.833,93.611,98.611,98.889,67.778,B
