Attr_2,Attr_3,Attr_4,Attr_5,Attr_6,Attr_7,Attr_8,Attr_9,Attr_10,Attr_11,Attr_12,Attr_13,Attr_14,Attr_15,class
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,39.491,48.128,51.771,0,0,H
1.2885,2.6584,6.8071,13.729,17.623,11.024,11.128,14.532,36.172,32.344,22.167,34.544,77.476,90.209,H
1.2885,6.899,4.4982,4.4465,18.165,21.948,15.782,20.076,12.186,16.224,23.841,44.968,66.488,0,H
1.2885,2.6584,10.161,13.729,-3.1628,11.024,11.128,14.532,36.172,32.344,46.318,59.802,60.712,0,H
1.2885,4.9853,10.161,-3.0309,8.4673,8.4259,11.128,30.721,25.463,32.344,22.167,34.544,77.476,84.894,H
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.2885,2.6584,10.161,13.729,-3.1628,11.024,11.128,14.532,36.172,32.344,22.167,44.06,77.476,84.894,H
1.2885,6.899,2.9453,14.604,9.4442,5.9974,3.1839,15.888,0,0,0,0,0,0,H
1.2885,4.9853,-2.6786,4.4465,6.2422,21.948,15.782,9.398,12.186,37.277,0,0,0,0,H
3.9253,6.899,-2.6786,6.3285,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,44.06,50.069,103.56,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,33.254,59.802,66.488,0,H
1.2885,4.9853,10.161,-3.0309,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,84.894,H
1.2885,4.9853,10.161,6.3285,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,H
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,25.473,46.993,51.221,0,0,H
1.2885,6.899,4.944,4.4465,18.165,21.948,15.782,9.398,32.258,37.277,34.077,0,0,0,H
1.303,5.7903,11.705,6.4179,6.0452,23.709,16.215,8.6991,33.482,38.329,34.135,0,0,0,H
3.9253,6.899,-2.6786,6.2784,6.2422,8.4259,11.128,30.721,25.463,32.344,22.167,34.544,77.476,103.56,H
1.2885,4.9853,10.161,-3.0309,8.4673,8.4259,26.072,30.721,25.463,32.344,22.167,34.544,77.476,90.209,H
1.2885,4.9853,10.161,4.4465,18.165,12.304,7.4323,15.888,0,0,0,0,0,0,H
1.2885,6.899,-2.6786,4.4465,18.165,21.948,26.072,20.076,12.186,16.164,46.993,51.221,0,0,H
1.2885,4.9853,-2.6786,6.2784,7.678,8.4259,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.2885,4.9853,10.161,4.4465,6.2422,21.948,26.072,20.076,12.186,16.164,34.077,51.221,0,0,H
1.2885,6.899,-2.6786,4.4465,6.2422,21.948,15.782,15.28,32.258,37.277,34.077,0,0,0,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,23.841,59.802,66.488,0,H
1.2885,6.899,-2.6786,4.4465,6.2422,21.948,15.782,9.398,19.69,25.473,46.993,51.221,0,0,H
5.2583,8.3419,4.6254,4.2197,6.0452,23.709,16.215,8.6991,33.482,15.297,48.128,0,0,0,H
1.2885,2.6584,10.161,-3.0309,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,25.473,46.993,51.221,0,0,H
1.2885,4.9853,10.161,-3.0309,8.4673,9.2546,11.128,30.721,25.463,16.224,46.318,34.544,60.712,0,H
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,H
1.2885,4.9853,10.161,-3.0309,-3.1628,8.4259,11.128,30.721,36.172,32.344,33.254,59.802,60.712,0,H
1.303,5.7903,11.705,4.2197,6.0452,23.709,27.792,20.564,11.403,15.362,47.396,61.012,66.98,0,H
1.2885,2.6584,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,77.476,90.209,H
1.2885,4.9853,-2.6786,6.2784,6.2422,21.948,15.782,9.398,19.69,25.473,23.841,59.802,60.712,0,H
1.2885,5.7903,11.705,-4.7533,8.6411,8.2549,27.792,20.564,11.403,25.452,47.396,61.012,60.79,0,H
1.2885,4.9853,6.8071,13.729,6.2422,8.4259,26.072,20.076,12.186,37.277,40.773,0,0,0,H
1.2885,4.9853,10.161,4.4465,6.2422,21.948,26.072,20.076,12.186,25.473,46.993,51.221,0,0,H
1.2885,2.6584,10.161,13.729,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,23.841,59.802,60.712,0,H
1.2885,4.9853,6.8071,13.729,8.4673,8.4259,11.128,30.721,25.463,16.224,46.993,44.968,66.488,0,H
1.2885,2.6584,10.161,-3.0309,7.678,8.4259,11.128,30.721,25.463,16.224,46.318,59.802,0,0,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,59.802,60.712,0,H
3.0712,6.899,4.4982,4.4465,18.165,12.304,7.4323,23.579,27.7,0,0,0,0,0,H
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,12.186,16.164,34.077,0,0,0,H
1.303,8.3419,11.705,4.2197,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,H
1.2885,2.6584,10.161,13.729,-3.1628,8.4259,26.072,20.076,12.186,16.164,34.077,0,0,0,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,23.841,44.968,0,0,H
1.2885,2.6584,6.8071,13.729,-3.1628,9.2546,11.128,30.721,25.463,16.224,23.841,44.968,0,0,H
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,H
1.2885,2.6584,6.8071,13.729,8.4673,8.4259,26.072,20.076,12.186,25.473,46.993,51.221,0,0,H
1.2885,2.6584,4.1668,8.6062,17.623,-2.9231,11.128,14.532,36.172,32.344,33.254,34.544,77.476,90.209,H
1.303,5.7903,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,30.634,0,0,0,0,0,H
1.303,8.3419,5.4213,3.9928,5.8481,25.469,17.082,31.317,32.565,0,0,0,0,0,H
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,H
1.303,2.6877,11.705,-4.7533,7.7202,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,H
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,39.491,48.128,45.037,0,0,H
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,15.362,23.046,61.012,66.98,0,H
1.2885,4.9853,6.8071,13.729,-3.1628,11.024,11.128,14.532,36.172,32.344,22.167,34.544,77.476,90.209,H
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,34.135,0,0,0,H
1.2885,6.899,2.9453,4.4465,18.165,21.948,15.782,9.398,12.186,37.277,40.773,0,0,0,H
1.2885,2.6584,6.8071,13.729,8.4673,8.4259,11.128,30.721,25.463,32.344,22.167,34.544,60.712,90.209,H
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,H
1.2885,6.899,10.161,-3.0309,6.2422,21.948,15.782,20.076,25.463,16.224,22.167,34.544,77.476,90.209,H
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,26.008,15.362,23.046,61.012,66.98,0,H
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,38.329,34.135,51.771,0,0,H
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,16.224,33.254,34.544,60.712,0,H
1.303,5.7903,11.705,6.478,6.0452,12.687,11.782,4.1074,0,0,0,0,0,0,H
1.2885,0.88842,4.4982,6.2784,6.2422,21.948,15.782,9.398,29.669,0,0,0,0,0,H
1.2885,4.9853,10.161,4.4465,6.2422,21.948,26.072,20.076,12.186,37.277,34.077,0,0,0,H
1.303,5.7903,11.705,-4.7533,7.7202,8.2549,27.792,20.564,11.403,15.297,23.046,45.037,0,0,H
1.2885,4.9853,10.161,13.729,8.4673,9.2546,11.128,14.532,36.172,32.344,22.167,34.544,77.476,90.209,H
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,H
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,H
1.303,5.7903,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,25.452,48.128,51.771,0,0,H
1.2885,4.9853,10.161,-3.0309,6.2422,21.948,15.782,9.398,32.258,37.277,40.773,0,0,0,H
1.2885,6.899,2.9453,4.4465,18.165,21.948,15.782,9.398,29.669,37.277,0,0,0,0,H
1.2885,2.6584,6.8071,-3.0309,6.2422,21.948,15.782,15.28,29.669,26.217,40.773,0,0,0,H
1.2885,4.9853,6.8071,13.729,17.623,11.024,11.128,14.532,36.172,32.344,22.167,34.544,60.712,90.209,H
1.2885,4.9853,10.161,13.729,-3.1628,9.2546,11.128,14.532,36.172,32.344,22.167,57.248,77.476,84.894,H
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,44.06,60.712,0,H
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,H
1.2885,2.6584,6.8071,13.729,17.623,11.024,11.128,14.532,25.463,16.224,46.318,59.802,60.712,0,H
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,59.802,66.488,0,H
1.2885,2.6584,6.8071,13.729,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,H
1.2885,4.9853,6.8071,13.729,8.4673,9.2546,11.128,14.532,36.172,32.344,22.167,34.544,60.712,0,H
1.2885,4.9853,-2.6786,6.2784,6.2422,21.948,15.782,20.076,25.463,16.224,23.841,44.968,0,0,H
1.303,2.6877,11.705,-4.7533,7.7202,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,H
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,H
3.0712,4.9853,10.161,6.2784,6.2422,21.948,15.782,6.3125,0,0,0,0,0,0,H
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,H
1.2885,2.6584,4.1668,8.6062,17.623,11.024,11.128,14.532,36.172,32.344,22.167,44.06,50.069,84.894,H
1.2885,4.9853,10.161,-3.0309,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,37.788,15.362,33.243,61.012,66.98,0,H
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,12.186,25.473,46.993,51.221,0,0,H
1.2885,2.6584,6.8071,13.729,17.623,11.024,11.128,14.532,36.172,32.344,22.167,44.06,50.069,84.894,H
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,H
1.2885,2.6584,6.8071,3.4284,17.623,-2.9231,11.157,14.532,36.172,32.344,22.167,57.248,77.476,84.894,H
1.303,-3.8305,2.4232,18.213,10.117,4.4435,20.995,25.916,30.005,0,0,0,0,0,H
1.2885,2.6584,6.8071,13.729,-3.1628,9.2546,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.2885,2.6584,6.8071,8.6062,17.623,11.024,11.128,30.721,25.463,16.224,46.318,34.544,60.712,0,H
1.303,2.6877,11.705,-4.7533,8.6411,8.2549,10.979,32.392,26.008,32.948,33.243,61.012,66.98,0,H
1.303,9.7848,4.7526,3.9928,21.745,13.07,6.2119,25.332,0,0,0,0,0,0,H
3.9253,1.3698,2.6842,7.3476,4.465,0,0,0,0,0,0,0,0,0,H
1.303,5.7903,11.705,4.2197,6.0452,23.709,27.792,20.564,19.657,38.329,0,0,0,0,H
1.2885,4.9853,6.8071,-3.0309,6.2422,8.4259,15.782,9.398,10.518,26.217,40.773,0,0,0,H
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,57.248,77.476,90.209,H
1.303,8.3419,2.4232,18.213,10.117,-1.5922,20.205,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,13.07,0.90134,25.332,31.6,34.665,42.006,0,0,0,I
1.303,8.3419,2.6842,16.409,9.7808,5.4794,20.205,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,4.9615,0.90134,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,13.07,6.2119,4.2293,31.6,0,0,0,0,0,I
1.303,9.7848,-6.0126,3.9928,23.535,13.453,27.518,26.209,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.0003,10.62,14.43,49.262,0,0,0,I
1.303,8.3419,2.4232,20.018,10.454,4.4435,-0.23993,15.956,0,0,0,0,0,0,I
1.303,8.3419,11.705,-4.7533,6.0452,8.0838,29.512,21.051,10.62,40.64,49.262,52.32,0,0,I
1.303,8.3419,2.6842,4.2197,19.955,12.687,2.0426,24.456,0,0,0,0,0,0,I
3.9771,8.3419,2.4232,18.213,10.117,4.9615,0.90134,25.332,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.478,6.0452,23.709,27.792,20.564,11.403,39.491,48.128,61.012,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,13.07,6.2119,25.332,31.6,34.665,42.006,0,0,0,I
1.303,8.3419,2.6842,16.409,10.117,4.9615,20.205,25.916,0,0,0,0,0,0,I
5.2583,1.3698,5.2717,9.4351,12.421,18.902,0,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.478,6.0452,23.709,16.215,7.3015,35.93,40.433,0,0,0,0,I
1.2885,6.899,-2.6786,4.4465,6.2422,21.948,15.782,20.076,12.186,16.224,23.841,59.802,60.712,90.209,I
1.303,8.3419,2.4232,18.213,10.454,-2.8384,20.995,26.209,32.565,40.433,0,0,0,0,I
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,21.051,10.62,14.43,49.262,0,0,0,I
1.303,8.3419,11.705,6.4179,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,45.037,0,0,I
1.303,8.3419,4.7526,3.9928,10.117,24.237,-0.23993,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.478,5.8481,25.469,16.649,8.0003,8.6185,34.665,0,0,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.553,14.5,49.262,45.106,0,0,I
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,5.2709,30.634,0,0,0,0,0,I
3.9771,8.3419,2.6842,16.409,10.117,4.9615,20.205,25.064,0,0,0,0,0,0,I
5.2583,-3.8305,2.6842,18.213,10.117,-1.5922,20.205,25.332,29.237,34.665,0,0,0,0,I
5.2583,8.3419,2.6842,7.642,12.421,15.964,20.205,25.332,29.237,34.665,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,19.657,15.297,49.262,52.32,0,0,I
1.303,8.3419,4.7526,3.9928,10.454,4.4435,5.6016,3.1876,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,9.5682,38.329,0,0,0,0,I
1.303,5.7903,13.248,-6.4756,8.8149,8.0838,29.512,8.0003,34.706,14.43,49.262,0,0,0,I
1.303,8.3419,-4.3456,6.4179,6.0452,23.709,16.215,8.6991,19.657,15.297,48.128,0,0,0,I
3.9771,8.3419,2.4232,18.213,10.454,-2.8384,12.42,25.916,0,0,0,0,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,13.07,6.2119,4.2293,29.237,0,0,0,0,0,I
1.303,8.3419,5.1826,4.2197,19.955,23.709,16.215,8.6991,30.634,33.976,0,0,0,0,I
1.303,5.7903,13.248,-6.4756,5.651,27.23,17.082,7.3015,35.93,40.433,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,9.5682,38.329,42.006,0,0,0,I
1.303,5.7903,13.248,-6.4756,8.8149,7.9128,31.232,21.539,19.592,13.563,50.397,0,0,0,I
5.2583,-3.8305,2.6842,7.642,-3.3986,15.964,20.205,25.332,31.6,34.665,42.006,0,0,0,I
1.303,8.3419,2.4232,18.213,10.454,24.237,20.995,15.956,0,0,0,0,0,0,I
1.303,9.7848,-6.0126,3.9928,23.535,13.453,5.6016,26.209,0,0,0,0,0,0,I
1.303,5.7903,11.705,6.4179,6.0452,23.709,27.792,20.564,11.403,38.329,41.389,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,9.5682,38.329,0,0,0,0,I
1.303,5.7903,11.705,-6.4756,5.8481,25.469,16.649,8.0003,10.62,39.381,34.193,0,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,45.037,0,0,I
1.303,8.3419,2.6842,18.213,10.454,4.4435,20.995,15.956,30.005,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,33.482,38.329,42.006,0,0,0,I
5.2583,-3.8305,2.6842,7.642,21.268,16.668,12.42,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,21.745,13.07,5.6016,26.209,32.565,35.355,0,0,0,0,I
1.303,8.3419,11.705,6.478,5.8481,25.469,17.082,7.3015,7.6687,40.433,0,0,0,0,I
3.9771,8.3419,2.4232,18.213,10.454,16.668,0,0,0,0,0,0,0,0,I
3.9771,-3.8305,2.4232,18.213,10.454,-2.8384,20.995,25.916,0,0,0,0,0,0,I
5.2583,1.0697,14.801,7.9365,13.046,0,0,0,0,0,0,0,0,0,I
1.303,8.3419,2.4232,18.213,10.117,4.9615,0.90134,25.332,0,0,0,0,0,0,I
1.303,8.3419,4.7526,3.9928,21.745,4.9615,6.2119,25.332,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.0003,19.592,40.433,42.622,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,6.8221,15.235,32.565,0,0,0,0,0,I
1.303,-3.8305,2.6842,16.409,4.465,-2.8384,20.995,26.209,30.005,35.355,0,0,0,0,I
-3.3129,9.6907,7.3717,9.9857,17.536,0,0,0,0,0,0,0,0,0,I
3.9771,-5.4308,2.4232,7.642,4.0422,0.78364,0,0,0,0,0,0,0,0,I
5.2583,1.3698,14.801,7.642,13.046,0,0,0,0,0,0,0,0,0,I
1.303,8.3419,2.6842,3.9928,21.745,4.9615,0.90134,25.332,0,0,0,0,0,0,I
1.303,-5.4308,2.4232,18.213,3.6194,16.668,0,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,-6.4756,5.8481,25.469,16.649,21.051,8.6185,39.381,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,21.745,13.453,5.6016,3.1876,32.565,0,0,0,0,0,I
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.553,14.5,22.251,62.221,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,27.792,20.564,33.482,39.381,49.262,0,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,13.07,5.6016,26.209,0,0,0,0,0,0,I
5.2583,8.3419,4.7526,3.9928,10.117,4.9615,0.90134,25.332,31.6,39.381,0,0,0,0,I
5.2583,-3.8305,2.4232,18.213,4.0422,15.964,20.205,15.933,0,0,0,0,0,0,I
3.9771,3.9274,14.801,7.9365,3.6194,16.668,20.995,26.209,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.4179,6.0452,23.709,27.792,20.564,11.403,39.491,48.128,51.771,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,4.9615,20.995,0,0,0,0,0,0,0,I
1.303,5.7903,11.705,-6.4756,5.8481,27.23,17.082,7.3015,7.6687,40.433,0,0,0,0,I
1.303,-3.8305,2.4232,7.642,3.6194,16.668,0,0,0,0,0,0,0,0,I
1.303,9.7848,-6.0126,3.9928,5.8481,25.469,5.6016,26.209,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,13.453,11.664,26.209,30.005,0,0,0,0,0,I
5.2583,9.7848,2.4232,18.213,10.117,-1.5922,20.205,25.332,29.237,0,0,0,0,0,I
1.303,8.3419,5.1826,4.2197,19.955,12.687,6.8221,5.2709,31.6,0,0,0,0,0,I
1.303,-3.8305,2.6842,18.213,10.117,4.4435,20.995,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,5.8481,25.469,16.649,8.0003,8.6185,39.381,42.006,0,0,0,I
1.303,8.3419,13.248,3.9928,5.8481,25.469,16.649,8.0003,8.6185,39.381,49.262,0,0,0,I
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,24.456,0,0,0,0,0,0,I
1.303,8.3419,2.6842,16.409,19.955,5.4794,2.0426,25.064,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.6275,5.8481,25.469,16.649,15.145,32.565,0,0,0,0,0,I
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,24.456,0,0,0,0,0,0,I
1.303,8.3419,13.248,-6.4756,5.8481,25.469,16.649,31.317,32.565,0,0,0,0,0,I
1.303,8.3419,2.4232,18.213,4.0422,16.668,0,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,23.709,6.8221,5.2709,32.565,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,25.469,5.6016,26.209,20.467,0,0,0,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,4.4435,-0.23993,25.916,0,0,0,0,0,0,I
1.303,8.3419,-6.0126,3.9928,5.8481,25.469,6.2119,30.015,31.6,34.665,0,0,0,0,I
1.303,8.3419,4.6254,18.213,10.454,13.453,5.6016,26.209,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.0003,8.6185,39.381,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,27.792,20.564,11.403,15.297,48.128,0,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,47.396,33.811,66.98,0,I
1.303,9.7848,4.7526,3.9928,21.745,13.07,6.2119,25.332,29.237,0,0,0,0,0,I
5.2583,1.3698,14.801,3.3036,12.421,16.668,0,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,6.6275,5.8481,25.469,16.649,15.145,32.565,0,0,0,0,0,I
1.303,8.3419,13.248,6.6275,5.8481,25.469,16.649,7.3015,7.6687,40.433,0,0,0,0,I
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,29.512,21.051,10.62,40.64,22.251,62.221,0,0,I
1.303,9.7848,-6.0126,6.5574,5.8481,25.469,17.082,3.1876,20.467,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,9.5682,38.329,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,I
1.303,8.3419,4.6254,18.213,10.117,4.4435,20.995,15.956,0,0,0,0,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,4.9615,20.995,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,29.512,21.051,19.625,14.43,42.006,52.32,0,0,I
5.2583,1.3698,14.801,7.642,-3.3986,15.964,0,0,0,0,0,0,0,0,I
3.9771,-3.8305,2.6842,7.642,4.0422,16.668,0,0,0,0,0,0,0,0,I
1.303,8.3419,11.705,-6.4756,5.8481,25.469,16.649,4.2293,32.565,0,0,0,0,0,I
1.303,8.3419,2.6842,18.213,10.117,-2.8384,20.995,0,0,0,0,0,0,0,I
1.303,9.7848,4.7526,3.9928,10.454,4.4435,20.995,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,9.5682,38.329,0,0,0,0,I
1.2885,4.9853,10.161,-3.0309,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,I
5.2583,-3.8305,12.999,7.642,4.0422,15.964,20.205,15.933,29.237,34.665,0,0,0,0,I
1.303,8.3419,11.705,6.6275,5.8481,25.469,16.649,31.317,32.565,35.355,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,27.792,21.051,10.62,39.381,42.006,0,0,0,I
1.303,8.3419,11.705,-6.4756,5.8481,25.469,17.082,7.3015,7.6687,35.355,42.622,0,0,0,I
1.303,2.6877,11.705,-4.7533,7.7624,8.0838,10.831,34.062,26.553,14.5,22.251,62.221,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,29.512,34.062,26.553,25.431,22.251,62.221,0,0,I
1.303,-3.8305,2.6842,18.213,10.117,-1.5922,20.205,25.332,29.237,34.665,0,0,0,0,I
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,I
3.9771,8.3419,2.4232,18.213,10.117,8.955,0.90134,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,19.657,15.297,48.128,0,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,29.512,34.062,26.553,14.5,22.251,62.221,0,0,I
1.303,8.3419,-6.0126,3.9928,21.745,13.07,0.90134,25.332,31.6,34.665,42.006,52.32,0,0,I
1.303,9.7848,4.7526,3.9928,21.745,4.9615,20.205,0,0,0,0,0,0,0,I
1.303,-5.4308,2.4232,18.213,10.117,8.955,20.205,25.064,0,0,0,0,0,0,I
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,60.79,0,I
1.303,8.3419,11.705,-6.4756,5.8481,8.0838,16.649,8.0003,34.706,39.381,49.262,52.32,0,0,I
5.2583,8.3419,2.6842,16.409,9.7808,4.9615,20.205,25.332,31.6,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,5.8481,25.469,6.2119,4.2293,31.6,34.665,0,0,0,0,I
1.303,5.7903,11.705,-6.4756,8.9887,7.9128,31.232,21.539,9.837,13.563,50.397,0,0,0,I
6.5913,1.0697,5.7846,-6.0777,0,0,0,0,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,13.07,6.2119,25.332,29.237,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,25.469,29.512,21.051,10.62,39.381,42.006,0,0,0,I
1.303,8.3419,2.6842,4.2197,19.955,12.687,11.782,24.456,0,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,12.687,6.2119,4.2293,31.6,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,19.955,23.709,6.2119,4.2293,31.6,0,0,0,0,0,I
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,6.8221,5.2709,30.634,34.665,0,0,0,0,I
1.303,8.3419,-4.3456,3.9928,21.745,25.469,5.6016,3.1876,32.565,40.433,0,0,0,0,I
1.303,8.3419,13.248,-6.4756,5.8481,8.0838,29.512,21.539,35.93,40.433,42.622,0,0,0,I
